nHeight	timeStamp	与每块标准出块时间差值	与每17块标准时间差值	nBits 16hex	每块难度差值	nBits
14100	1270624684	-96	-946	0x044441a6	831944	71582118
14130	1270627653	-27	-745	0x04314299	655663	70337177
14160	1270630579	-2	-768	0x0424e4f5	508284	69526773
14190	1270633655	-3	-810	0x041c4c53	292035	68963411
14220	1270636721	-68	-838	0x0415b121	211473	68530465
14250	1270639752	-90	-782	0x04105d4e	190965	68181326
14280	1270642823	-10	-811	0x040c5d5c	151935	67919196
14310	1270645835	-49	-877	0x04095784	107511	67721092
14340	1270648826	-4	-910	0x040709aa	83869	67570090
14370	1270652104	-73	-657	0x04057509	55288	67466505
14400	1270655086	-87	-882	0x04043090	51604	67383440
14430	1270657991	-75	-781	0x04030c41	40924	67308609
14460	1270660704	-67	-982	0x0402377c	31989	67254140
14490	1270663265	-99	-1082	0x04018c03	23773	67210243
14520	1270665991	-3	-969	0x04011250	15725	67179088
14550	1270669147	-14	-770	0x0400d4d2	7110	67163346
14580	1270672180	-60	-737	0x04009cd2	7416	67149010
14610	1270675319	-67	-723	0x037a10de	8814349	58331358
14640	1270678407	-92	-881	0x036011aa	1019666	56627626
14670	1270681132	-51	-885	0x03439062	992916	54759522
14700	1270684253	-76	-679	0x0332c0ee	567898	53657838
14730	1270687141	-78	-930	0x0325f4de	536509	52819166
14760	1270690254	-59	-785	0x031cf180	327214	52228480
14790	1270693073	-44	-1014	0x0315a740	259542	51750720
14820	1270696100	-62	-791	0x030fc8a5	189701	51366053
14850	1270699055	-52	-922	0x030bceda	150879	51105498
14880	1270702031	-80	-801	0x0308e5bc	89692	50914748
14910	1270704749	-42	-851	0x03062f50	93238	50736976
14940	1270707711	-13	-696	0x03046483	68717	50619523
14970	1270710596	-41	-835	0x03034444	45406	50545732
15000	1270713612	-90	-728	0x03026360	31808	50488160
15030	1270716630	-97	-894	0x0301c8a4	23284	50448548
15060	1270719790	-24	-679	0x030149c4	17176	50416068
15090	1270722604	-74	-999	0x0300eab6	14066	50391734
15120	1270725522	-67	-835	0x03009b53	10793	50371411
15150	1270728384	-91	-940	0x026cf000	9672523	40693760
15180	1270731207	-46	-937	0x023f0000	1147392	37683200
15210	1270733895	-98	-1040	0x02249000	550400	35950592
15240	1270737175	-93	-617	0x02095000	1151488	34164736
15270	1270740338	-43	-772	0x00000000	34166784	0
15300	1270743562	-75	-735	0x00000000	0	0
15330	1270746527	-100	-861	0x00000000	0	0
15360	1270749558	-86	-795	0x00000000	0	0
15390	1270752631	-78	-788	0x00000000	0	0
15420	1270755485	-15	-1003	0x00000000	0	0
15450	1270758471	-26	-832	0x00000000	0	0
15480	1270761507	-92	-791	0x00000000	0	0
15510	1270764317	-4	-1061	0x00000000	0	0
15540	1270767319	-6	-811	0x00000000	0	0
15570	1270770203	-73	-1119	0x00000000	0	0
15600	1270773481	-61	-772	0x00000000	0	0
15630	1270776479	-52	-854	0x00000000	0	0
15660	1270779498	-42	-937	0x00000000	0	0
15690	1270782436	-29	-942	0x00000000	0	0
15720	1270785537	-85	-870	0x00000000	0	0
15750	1270788466	-44	-825	0x00000000	0	0
15780	1270791579	-28	-914	0x00000000	0	0
15810	1270794650	-15	-669	0x00000000	0	0
15840	1270797389	-19	-890	0x00000000	0	0
15870	1270800313	-81	-905	0x00000000	0	0
15900	1270803462	-60	-654	0x00000000	0	0
15930	1270806410	-80	-900	0x00000000	0	0
15960	1270809086	-60	-1238	0x00000000	0	0
15990	1270812232	-86	-756	0x00000000	0	0
16020	1270815123	-35	-892	0x00000000	0	0
16050	1270818289	-40	-683	0x00000000	0	0
16080	1270821361	-13	-814	0x00000000	0	0
16110	1270824219	-50	-943	0x00000000	0	0
16140	1270827505	-8	-551	0x00000000	0	0
16170	1270830401	-48	-872	0x00000000	0	0
16200	1270833293	-61	-849	0x00000000	0	0
16230	1270835974	-90	-1073	0x00000000	0	0
16260	1270839059	-33	-906	0x00000000	0	0
16290	1270842072	-40	-832	0x00000000	0	0
16320	1270845217	-46	-855	0x00000000	0	0
16350	1270848352	-54	-778	0x00000000	0	0
16380	1270851280	-88	-907	0x00000000	0	0
16410	1270854459	-63	-651	0x00000000	0	0
16440	1270857384	-43	-942	0x00000000	0	0
16470	1270860337	-94	-876	0x00000000	0	0
16500	1270863156	-99	-777	0x00000000	0	0
16530	1270866251	-94	-884	0x00000000	0	0
16560	1270869191	-58	-901	0x00000000	0	0
16590	1270872189	-82	-844	0x00000000	0	0
16620	1270875370	-87	-850	0x00000000	0	0
16650	1270878578	-12	-662	0x00000000	0	0
16680	1270881498	-25	-886	0x00000000	0	0
16710	1270884645	-44	-803	0x00000000	0	0
16740	1270887509	-72	-1032	0x00000000	0	0
16770	1270890161	-92	-1108	0x00000000	0	0
16800	1270893020	-14	-1026	0x00000000	0	0
16830	1270896040	-94	-897	0x00000000	0	0
16860	1270898975	-45	-723	0x00000000	0	0
16890	1270902020	-32	-814	0x00000000	0	0
16920	1270905153	-67	-805	0x00000000	0	0
16950	1270908165	-77	-912	0x00000000	0	0
16980	1270911348	-19	-803	0x00000000	0	0
17010	1270914134	-89	-1026	0x00000000	0	0
17040	1270917140	-90	-810	0x00000000	0	0
17070	1270920220	-73	-824	0x00000000	0	0
17100	1270923466	-27	-717	0x00000000	0	0
17130	1270926376	-82	-815	0x00000000	0	0
17160	1270929452	-68	-804	0x00000000	0	0
17190	1270932564	-52	-835	0x00000000	0	0
17220	1270935616	-39	-729	0x00000000	0	0
17250	1270938735	-29	-800	0x00000000	0	0
17280	1270941667	-34	-666	0x00000000	0	0
17310	1270944664	-71	-853	0x00000000	0	0
17340	1270947766	-36	-904	0x00000000	0	0
17370	1270950702	-18	-946	0x00000000	0	0
17400	1270953580	-38	-753	0x00000000	0	0
17430	1270956464	-59	-1057	0x00000000	0	0
17460	1270959236	-40	-1080	0x00000000	0	0
17490	1270962391	-26	-828	0x00000000	0	0
17520	1270965577	-7	-743	0x00000000	0	0
17550	1270968600	-87	-956	0x00000000	0	0
17580	1270971888	-34	-673	0x00000000	0	0
17610	1270975118	-10	-713	0x00000000	0	0
17640	1270977925	-75	-1006	0x00000000	0	0
17670	1270980931	-2	-809	0x00000000	0	0
17700	1270983714	-10	-1056	0x00000000	0	0
17730	1270986854	-48	-968	0x00000000	0	0
17760	1270989562	-52	-987	0x00000000	0	0
17790	1270992333	-94	-934	0x00000000	0	0
17820	1270995047	-3	-1087	0x00000000	0	0
17850	1270997728	-88	-1005	0x00000000	0	0
17880	1271000461	-86	-1108	0x00000000	0	0
17910	1271003882	-49	-542	0x00000000	0	0
17940	1271006612	-38	-963	0x00000000	0	0
17970	1271009696	-19	-825	0x00000000	0	0
18000	1271012613	-86	-901	0x00000000	0	0
18030	1271015692	-25	-834	0x00000000	0	0
18060	1271018910	-77	-731	0x00000000	0	0
18090	1271021796	-68	-911	0x00000000	0	0
18120	1271025079	-37	-826	0x00000000	0	0
18150	1271028261	-76	-852	0x00000000	0	0
18180	1271031313	-18	-884	0x00000000	0	0
18210	1271034389	-70	-821	0x00000000	0	0
18240	1271037397	-77	-926	0x00000000	0	0
18270	1271040405	-94	-869	0x00000000	0	0
18300	1271043435	-54	-763	0x00000000	0	0
18330	1271046387	-56	-861	0x00000000	0	0
18360	1271049144	-80	-941	0x00000000	0	0
18390	1271052118	-60	-813	0x00000000	0	0
18420	1271055204	-62	-818	0x00000000	0	0
18450	1271058409	-63	-679	0x00000000	0	0
18480	1271061312	-8	-854	0x00000000	0	0
18510	1271064547	-83	-749	0x00000000	0	0
18540	1271067595	-85	-959	0x00000000	0	0
18570	1271070679	-38	-827	0x00000000	0	0
18600	1271073895	-76	-872	0x00000000	0	0
18630	1271076838	-62	-818	0x00000000	0	0
18660	1271079950	-12	-849	0x00000000	0	0
18690	1271082995	-39	-883	0x00000000	0	0
18720	1271086129	-81	-678	0x00000000	0	0
18750	1271089103	-11	-778	0x00000000	0	0
18780	1271092206	-23	-859	0x00000000	0	0
18810	1271095184	-81	-934	0x00000000	0	0
18840	1271098300	-47	-793	0x00000000	0	0
18870	1271101386	-31	-818	0x00000000	0	0
18900	1271104344	0	-849	0x00000000	0	0
18930	1271107230	-71	-1045	0x00000000	0	0
18960	1271110471	-63	-839	0x00000000	0	0
18990	1271113413	-57	-750	0x00000000	0	0
19020	1271116403	-51	-910	0x00000000	0	0
19050	1271119286	-61	-855	0x00000000	0	0
19080	1271122411	-11	-819	0x00000000	0	0
19110	1271125680	-72	-790	0x00000000	0	0
19140	1271128661	-86	-830	0x00000000	0	0
19170	1271131532	-63	-989	0x00000000	0	0
19200	1271134438	-49	-851	0x00000000	0	0
19230	1271137440	-92	-954	0x00000000	0	0
19260	1271140520	-56	-872	0x00000000	0	0
19290	1271143352	-37	-943	0x00000000	0	0
19320	1271146565	-31	-835	0x00000000	0	0
19350	1271149616	-12	-855	0x00000000	0	0
19380	1271152597	-43	-845	0x00000000	0	0
19410	1271155592	-44	-978	0x00000000	0	0
19440	1271158564	-9	-760	0x00000000	0	0
19470	1271161515	-4	-806	0x00000000	0	0
19500	1271164488	-21	-823	0x00000000	0	0
19530	1271167555	-87	-749	0x00000000	0	0
19560	1271170345	-34	-931	0x00000000	0	0
19590	1271173313	-67	-1025	0x00000000	0	0
19620	1271176213	-73	-938	0x00000000	0	0
19650	1271179374	-70	-900	0x00000000	0	0
19680	1271182298	-96	-1053	0x00000000	0	0
19710	1271185196	-9	-934	0x00000000	0	0
19740	1271188194	-13	-902	0x00000000	0	0
19770	1271191221	-65	-1012	0x00000000	0	0
19800	1271194439	-47	-619	0x00000000	0	0
19830	1271197393	0	-789	0x00000000	0	0
19860	1271200823	-21	-588	0x00000000	0	0
19890	1271203742	-55	-815	0x00000000	0	0
19920	1271206841	-57	-779	0x00000000	0	0
19950	1271209975	-21	-651	0x00000000	0	0
19980	1271212672	-27	-1072	0x00000000	0	0
