nHeight	timeStamp	与每块标准出块时间差值	与每17块标准时间差值	nBits 16hex	每块难度差值	nBits
14580	1271110388	15	-244	0x13029b71	15516	318937969
14610	1271114198	-59	-499	0x13026597	10445	318924183
14640	1271118168	7	-315	0x13021d95	8411	318905749
14670	1271122070	-48	-363	0x1301e958	6639	318892376
14700	1271125729	-46	-382	0x1301a186	10206	318873990
14730	1271129723	-16	-306	0x1301782c	5069	318863404
14760	1271133637	-49	-310	0x130151b6	4938	318853558
14790	1271137683	-14	-321	0x1301349d	4352	318846109
14820	1271141796	0	-331	0x1301200d	3574	318840845
14850	1271145735	-19	-463	0x13010510	4036	318833936
14880	1271149555	-18	-387	0x1300e485	5195	318825605
14910	1271153374	-50	-500	0x1300cede	2842	318820062
14940	1271157295	-25	-297	0x1300b489	3399	318813321
14970	1271161028	-30	-380	0x13009d6d	3640	318807405
15000	1271164840	0	-500	0x13008b9c	2692	318802844
15030	1271168944	-14	-296	0x130080a8	941	318800040
15060	1271173129	-29	-190	0x1277aa16	124400	309832214
15090	1271177121	-29	-305	0x126df4f4	349060	309196020
15120	1271180938	-23	-324	0x125fdd23	515460	308272419
15150	1271184758	-42	-354	0x1254ae90	458605	307539600
15180	1271188528	-1	-363	0x124a4cb4	402062	306859188
15210	1271192102	-4	-533	0x123f9132	414637	306155826
15240	1271196155	-18	-244	0x12388181	174609	305693057
15270	1271200081	-16	-229	0x12338424	197748	305366052
15300	1271204097	-46	-363	0x122fbd4b	107263	305118539
15330	1271207941	15	-277	0x12297251	216399	304706129
15360	1271211742	-25	-388	0x1224fd86	165068	304414086
15390	1271215846	12	-133	0x122148b0	141813	304171184
15420	1271219932	18	-275	0x121f8be1	103545	304057313
15450	1271223944	-47	-285	0x121cc5bb	89784	303875515
15480	1271227841	6	-242	0x121977ee	111392	303658990
15510	1271231748	-8	-344	0x12173324	90180	303510308
15540	1271235709	-16	-280	0x1214de9e	50916	303357598
15570	1271239309	-31	-534	0x1211f71c	125806	303167260
15600	1271243123	12	-430	0x120f5551	94950	302994769
15630	1271246999	19	-238	0x120d9ce0	58496	302882016
15660	1271250865	-35	-316	0x120c0e9a	58361	302780058
15690	1271254621	-49	-458	0x120ab4aa	64864	302691498
15720	1271258649	-14	-276	0x1209a4a1	32473	302621857
15750	1271262792	-34	-159	0x120917a3	14940	302585763
15780	1271266761	1	-223	0x12081dff	37205	302521855
15810	1271270889	13	-291	0x12079fee	30084	302489582
15840	1271274844	-29	-353	0x1206f51d	24736	302445853
15870	1271278813	-56	-234	0x12065532	16647	302404914
15900	1271282975	-25	-158	0x1205d5d9	15004	302372313
15930	1271286913	-18	-351	0x120553bc	20465	302339004
15960	1271290948	-44	-242	0x1204dc20	14619	302308384
15990	1271294801	-2	-328	0x12045b4c	16766	302275404
16020	1271298363	-28	-561	0x1203b669	26939	302233193
16050	1271302441	11	-242	0x1203472b	15074	302204715
16080	1271306400	14	-362	0x12030236	14549	302187062
16110	1271309991	-25	-533	0x120298d4	18930	302160084
16140	1271314014	-20	-206	0x12025446	8147	302142534
16170	1271318049	-21	-304	0x12021e32	9062	302128690
16200	1271321862	-56	-344	0x1201e976	8518	302115190
16230	1271325896	-1	-243	0x1201b49c	6527	302101660
16260	1271329911	-16	-190	0x12018e2a	6180	302091818
16290	1271333515	-56	-512	0x120164ed	7092	302081261
16320	1271337365	4	-340	0x12012b98	7409	302066584
16350	1271341509	-9	-259	0x12011b97	1915	302062487
16380	1271345564	-45	-226	0x120102c6	3288	302056134
16410	1271349657	-15	-192	0x1200f017	2071	302051351
16440	1271353797	17	-139	0x1200e12b	2022	302047531
16470	1271357524	-45	-482	0x1200c605	5233	302040581
16500	1271361246	-30	-547	0x1200aded	3619	302034413
16530	1271365177	-17	-350	0x120098f9	2026	302029049
16560	1271369002	-13	-370	0x12008704	2494	302024452
16590	1271372955	-25	-400	0x117a2db1	8803229	293219761
16620	1271376664	-40	-437	0x1169ea95	585779	292154005
16650	1271380290	-54	-389	0x1159214a	669936	291053898
16680	1271384250	-24	-381	0x1150eb7e	318982	290515838
16710	1271388044	-54	-381	0x1146afbf	402650	289845183
16740	1271391899	-22	-374	0x113eb90e	288761	289323278
16770	1271395815	-7	-293	0x11383d1e	184792	288898334
16800	1271399766	-20	-222	0x1131fefb	223969	288489211
16830	1271403568	-49	-354	0x112d1339	172236	288166713
16860	1271407286	8	-500	0x1126a202	250638	287744514
16890	1271411076	-11	-354	0x11218f28	166219	287412008
16920	1271414980	-14	-328	0x111dcf92	116797	287166354
16950	1271418910	-31	-419	0x111b3a64	109769	286997092
16980	1271422800	-7	-377	0x111836ab	124942	286799531
17010	1271426620	8	-326	0x11152b7d	109700	286600061
17040	1271430590	-55	-320	0x111335d0	67528	286471632
17070	1271434643	-9	-257	0x111191ba	55199	286364090
17100	1271438749	9	-178	0x1110527f	22070	286282367
17130	1271442696	13	-334	0x110ea1e1	70517	286171617
17160	1271446457	5	-407	0x110ce587	76116	286057863
17190	1271450388	-3	-304	0x110b6d37	66005	285961527
17220	1271454199	-14	-377	0x110a34d4	53349	285881556
17250	1271458049	-17	-443	0x11091165	50128	285806949
17280	1271462168	6	-250	0x11083a80	23926	285751936
17310	1271466014	1	-296	0x1107622d	38085	285696557
17340	1271470044	-16	-360	0x1106dca8	20600	285662376
17370	1271473955	16	-386	0x11062ea9	26557	285617833
17400	1271477903	-5	-263	0x11057e88	19912	285572744
17430	1271481804	-3	-281	0x1104f418	17532	285537304
17460	1271485663	-40	-305	0x110462a3	18762	285500067
17490	1271489538	-16	-227	0x1103dda7	17582	285466023
17520	1271493404	-56	-449	0x11038179	14595	285442425
17550	1271497165	-33	-401	0x1103091c	16882	285411612
17580	1271501079	11	-252	0x1102a9d9	12385	285387225
17610	1271504856	-11	-416	0x11025b26	13042	285367078
17640	1271508786	-29	-329	0x11021d6a	8792	285351274
17670	1271512798	2	-369	0x1101eb89	8361	285338505
17700	1271516784	3	-238	0x1101bb73	6853	285326195
17730	1271520457	-52	-450	0x11018827	8882	285313063
17760	1271524219	-60	-357	0x11015235	6403	285299253
17790	1271528148	18	-348	0x11012e66	4305	285290086
17820	1271531786	-43	-442	0x1101012f	6461	285278511
17850	1271535863	-12	-223	0x1100e830	3224	285272112
17880	1271539660	-28	-360	0x1100cf55	4236	285265749
17910	1271543565	0	-390	0x1100ba6d	3307	285260397
17940	1271547468	-10	-350	0x1100a7ac	2451	285255596
17970	1271551349	-19	-380	0x11009516	2137	285250838
18000	1271555273	20	-195	0x11008243	2591	285246019
18030	1271559512	-9	-183	0x107da0b3	8577029	276668595
18060	1271563435	-10	-277	0x10712574	613440	275850612
18090	1271567408	14	-345	0x1067b34f	423624	275231567
18120	1271571233	-46	-442	0x105ca3a4	304883	274506660
18150	1271575027	-24	-387	0x105001fd	430146	273678845
18180	1271579048	-20	-313	0x10491b83	184908	273226627
18210	1271582900	-23	-319	0x104112eb	257110	272700139
18240	1271586738	-41	-362	0x1039d10a	205067	272224522
18270	1271590772	-21	-185	0x1033969e	172375	271816350
18300	1271594670	-43	-453	0x102f1230	217688	271520304
18330	1271598850	-26	-237	0x102bc5ac	89522	271304108
18360	1271602896	17	-368	0x1028e651	117808	271115857
18390	1271606708	-39	-379	0x1023ee9f	184819	270790303
18420	1271610265	-59	-563	0x101f00b8	172665	270467256
18450	1271614468	-23	-145	0x101bf033	40016	270266419
18480	1271618653	-17	-174	0x101a4f6f	47015	270159727
18510	1271622422	-22	-357	0x10176b82	123963	269970306
18540	1271626479	20	-300	0x10154437	78519	269829175
18570	1271630386	-29	-394	0x101363f7	79413	269706231
18600	1271634192	-19	-428	0x10110b0f	88140	269552399
18630	1271638033	8	-381	0x100f0001	59566	269418497
18660	1271641864	-11	-262	0x100cead8	70647	269282008
18690	1271645986	-23	-216	0x100c19ff	30559	269228543
18720	1271649874	15	-210	0x100ad036	53993	269144118
18750	1271653931	-46	-145	0x1009fd4b	24374	269090123
18780	1271657584	-20	-471	0x1008cb82	56949	269011842
18810	1271661368	-44	-286	0x100782ad	36437	268927661
18840	1271665279	-56	-450	0x1006d710	21127	268883728
18870	1271669192	-21	-419	0x10062815	18207	268838933
18900	1271673305	-56	-180	0x10059334	13428	268800820
18930	1271677257	-3	-243	0x10050546	20871	268764486
18960	1271681162	-38	-420	0x100498f4	17276	268736756
18990	1271685176	-23	-342	0x10042a20	13656	268708384
19020	1271688976	-59	-498	0x1003b680	17867	268678784
19050	1271692936	-8	-336	0x10034bbc	13648	268651452
19080	1271696774	-7	-312	0x1002e5b4	13305	268625332
19110	1271700627	-30	-363	0x10029943	12447	268605763
19140	1271704348	-28	-470	0x10023e5f	12814	268582495
19170	1271708255	18	-294	0x1001f83c	9827	268564540
19200	1271712148	-40	-415	0x1001d05b	5730	268554331
19230	1271715920	6	-485	0x100195da	8320	268539354
19260	1271719812	-6	-289	0x10015ce1	8489	268524769
19290	1271723573	-51	-395	0x100133f0	8434	268514288
19320	1271727583	-1	-183	0x10011485	4721	268506245
19350	1271731271	-51	-444	0x1000f513	5718	268498195
19380	1271735135	18	-254	0x1000d481	4617	268489857
19410	1271738702	-30	-478	0x1000b77f	5324	268482431
19440	1271742665	-22	-252	0x1000a1b3	2257	268476851
19470	1271746573	-7	-313	0x10009044	2470	268472388
19500	1271750671	-1	-227	0x10008581	1421	268469633
19530	1271754385	-38	-398	0x0f76af88	578829	259436424
19560	1271758004	-56	-522	0x0f6598f4	606451	258316532
19590	1271762123	-1	-201	0x0f5a35ea	338879	257570282
19620	1271765839	-53	-421	0x0f500413	471478	256902163
19650	1271769773	-12	-374	0x0f47bb40	342781	256359232
19680	1271773868	-15	-287	0x0f431abe	102247	256055998
19710	1271777790	9	-321	0x0f3b324a	274092	255537738
19740	1271781646	-40	-410	0x0f34d17e	314369	255119742
19770	1271785515	-11	-337	0x0f2f304c	222427	254750796
19800	1271789550	16	-299	0x0f2b5e04	119994	254500356
19830	1271793497	13	-357	0x0f26926d	204933	254186093
19860	1271797209	-45	-462	0x0f224084	188832	253902980
19890	1271801072	-25	-238	0x0f1dabd5	151564	253602773
19920	1271804711	0	-381	0x0f197bfe	170348	253328382
19950	1271808589	19	-334	0x0f169dde	103721	253140446
19980	1271812727	-29	-161	0x0f14caad	58909	253020845
