nHeight	timeStamp	与每块标准出块时间差值	与每17块标准时间差值	nBits 16hex	每块难度差值	nBits
1890	1269456719	-48	-442	0x1b1a6730	118227	454715184
1920	1269460331	-6	-492	0x1b16318e	164630	454439310
1950	1269464336	-6	-258	0x1b13f69c	76008	454293148
1980	1269468426	-60	-350	0x1b12932a	64892	454202154
2010	1269472249	-53	-262	0x1b104c49	83580	454052937
2040	1269476227	-21	-280	0x1b0ee262	53517	453960290
2070	1269480294	15	-309	0x1b0d9999	47817	453876121
2100	1269484168	-5	-328	0x1b0c36ad	58482	453785261
2130	1269487931	-19	-502	0x1b0ac9c4	53061	453691844
2160	1269492040	14	-225	0x1b09be28	34070	453623336
2190	1269495965	1	-320	0x1b08d409	41287	453563401
2220	1269499710	-25	-460	0x1b07e884	33008	453503108
2250	1269503671	-24	-295	0x1b0702d6	16769	453444310
2280	1269507449	-35	-445	0x1b063d15	28571	453393685
2310	1269511398	-5	-378	0x1b0595f3	19590	453350899
2340	1269514929	-45	-592	0x1b04abc9	35003	453290953
2370	1269518544	-11	-400	0x1b03eb03	25656	453241603
2400	1269522557	-1	-303	0x1b03874b	12045	453216075
2430	1269526661	-59	-278	0x1b034c35	5240	453200949
2460	1269530535	-14	-381	0x1b02efc3	15771	453177283
2490	1269534366	-12	-370	0x1b02a21a	10299	453157402
2520	1269538203	1	-485	0x1b02548f	9072	453137551
2550	1269542190	-3	-397	0x1b0217e3	6722	453122019
2580	1269546099	-50	-367	0x1b01df9f	8671	453107615
2610	1269550008	-15	-388	0x1b01ae03	5952	453094915
2640	1269554094	-46	-189	0x1b018588	5420	453084552
2670	1269557712	-36	-480	0x1b015544	8700	453072196
2700	1269561675	0	-231	0x1b012cac	4612	453061804
2730	1269565500	19	-429	0x1b010c71	5474	453053553
2760	1269569143	-2	-482	0x1b00e76d	5461	453044077
2790	1269573047	3	-317	0x1b00c984	4038	453036420
2820	1269577034	-23	-248	0x1b00b75f	2466	453031775
2850	1269580980	-31	-296	0x1b00a628	2768	453027368
2880	1269584716	11	-547	0x1b0090b5	3675	453021877
2910	1269588385	-34	-442	0x1a7dfdf1	8555101	444464625
2940	1269592324	-52	-274	0x1a6f25c8	402786	443491784
2970	1269596199	5	-335	0x1a6452fc	379445	442782460
3000	1269600214	-44	-267	0x1a58fa37	468935	442038839
3030	1269603995	1	-336	0x1a4f64f5	406963	441410805
3060	1269608131	17	-122	0x1a4738cd	281242	440875213
3090	1269612085	-40	-376	0x1a43ea5e	217600	440658526
3120	1269616011	-9	-279	0x1a3c2eeb	231801	440151787
3150	1269619751	-5	-411	0x1a34f772	263780	439678834
3180	1269623592	7	-341	0x1a2dcfd1	234498	439209937
3210	1269627689	18	-162	0x1a29d3ed	126273	438948845
3240	1269631539	-19	-352	0x1a259a3c	184755	438671932
3270	1269635574	14	-265	0x1a2265cb	119177	438461899
3300	1269639470	-25	-418	0x1a1f66b6	116349	438265526
3330	1269643156	-52	-542	0x1a1b4bdb	153200	437996507
3360	1269646978	-27	-349	0x1a176745	102152	437741381
3390	1269651138	-25	-188	0x1a15836e	70535	437617518
3420	1269654919	-46	-464	0x1a138722	87840	437487394
3450	1269658556	-36	-497	0x1a108517	113225	437290263
3480	1269662343	-33	-465	0x1a0e8848	70914	437160008
3510	1269666203	-39	-323	0x1a0cb23f	55897	437039679
3540	1269669952	-22	-466	0x1a0b2f3d	55227	436940605
3570	1269673859	-13	-436	0x1a09fc4c	36532	436862028
3600	1269678089	-27	-123	0x1a0933ca	17456	436810698
3630	1269682151	-27	-235	0x1a08905b	30631	436768859
3660	1269686193	9	-182	0x1a07d27a	27410	436720250
3690	1269689998	17	-433	0x1a070453	41176	436667475
3720	1269694065	-43	-368	0x1a067951	19097	436631889
3750	1269697876	-34	-390	0x1a05a56f	33932	436577647
3780	1269701668	-2	-415	0x1a04fc80	29359	436534400
3810	1269705751	-14	-136	0x1a049043	9811	436506691
3840	1269709868	-32	-262	0x1a0440af	11601	436486319
3870	1269713979	-3	-180	0x1a03eaa1	9207	436464289
3900	1269717772	3	-296	0x1a03841d	14643	436438045
3930	1269721674	-30	-255	0x1a031e5a	12532	436411994
3960	1269725264	13	-481	0x1a02aba6	15831	436382630
3990	1269729244	-21	-295	0x1a0262c0	8721	436363968
4020	1269733001	-34	-368	0x1a0215b0	12478	436344240
4050	1269736976	6	-319	0x1a01e28f	5620	436331151
4080	1269741065	-19	-281	0x1a01bdcb	2736	436321739
4110	1269744738	-26	-525	0x1a01875c	8443	436307804
4140	1269748615	9	-340	0x1a0152f7	6231	436294391
4170	1269752673	-31	-287	0x1a0136fe	3686	436287230
4200	1269756363	-52	-445	0x1a011285	5181	436277893
4230	1269760295	-38	-255	0x1a00f2b9	3322	436269753
4260	1269764052	-43	-334	0x1a00d3a9	4214	436261801
4290	1269768100	-52	-275	0x1a00c25f	2151	436257375
4320	1269771823	3	-359	0x1a00a6b2	4087	436250290
4350	1269775542	-14	-475	0x1a00919b	3444	436244891
4380	1269779481	-14	-251	0x1a00815b	2040	436240731
4410	1269783410	-50	-294	0x1972cf5b	670906	426954587
4440	1269787176	-50	-467	0x1967c09c	516028	426229916
4470	1269791050	-35	-472	0x195c90d6	399344	425496790
4500	1269794995	-1	-286	0x1951b612	337768	424785426
4530	1269798760	-34	-409	0x1948a933	310899	424192307
4560	1269802577	-52	-350	0x193f39bb	298077	423573947
4590	1269806575	-3	-327	0x193976dc	188427	423196380
4620	1269810393	7	-349	0x1932dcc0	242861	422763712
4650	1269814305	-46	-389	0x192dd460	140460	422433888
4680	1269818178	8	-268	0x1927ce74	198081	422039156
4710	1269822066	-38	-324	0x1923de5d	160820	421781085
4740	1269825835	-50	-470	0x191f98d4	179971	421501140
4770	1269829932	18	-194	0x191c5d7e	105724	421289342
4800	1269833820	-7	-423	0x191a484f	102199	421152847
4830	1269837754	-43	-304	0x19177d90	52289	420969872
4860	1269841575	-53	-476	0x19149d76	108330	420781430
4890	1269845421	-11	-379	0x19122c18	86966	420621336
4920	1269849400	-30	-310	0x19108078	53720	420511864
4950	1269853154	-7	-364	0x190e49ec	88297	420366828
4980	1269857016	11	-216	0x190c7bbb	66840	420248507
5010	1269860804	2	-312	0x190b17f7	59179	420157431
5040	1269864508	-50	-470	0x1909b160	61931	420065632
5070	1269868456	19	-290	0x19089f36	28876	419995446
5100	1269872358	-27	-311	0x1907ba76	26528	419936886
5130	1269876468	13	-141	0x19070cc1	20133	419892417
5160	1269880491	-12	-292	0x190684dc	22997	419857628
5190	1269884440	-39	-331	0x19060397	15789	419824535
5220	1269888255	-23	-498	0x190553e5	25531	419779557
5250	1269892265	-27	-261	0x1904c273	14864	419742323
5280	1269896108	-9	-360	0x19042e1b	25061	419704347
5310	1269899914	-56	-373	0x1903bda5	18246	419675557
5340	1269903877	-22	-215	0x190351fb	11679	419647995
5370	1269907805	-6	-298	0x1902f86d	13828	419625069
5400	1269911625	-58	-379	0x1902ad97	10639	419605911
5430	1269915386	5	-486	0x190253fc	14279	419582972
5460	1269919035	-38	-534	0x1901fe49	13429	419561033
5490	1269923015	6	-343	0x1901ca53	6301	419547731
5520	1269926630	-32	-423	0x19018a7b	8988	419531387
5550	1269930598	-6	-285	0x19015a9f	6012	419519135
5580	1269934590	-57	-227	0x19013c36	5486	419511350
5610	1269938534	-51	-318	0x19011f35	4511	419503925
5640	1269942331	-51	-305	0x1901002c	4102	419495980
5670	1269946333	17	-208	0x1900e329	3347	419488553
5700	1269949970	-41	-476	0x1900c544	4910	419480900
5730	1269953933	-22	-230	0x1900af08	2856	419475208
5760	1269957924	8	-301	0x19009f23	2402	419471139
5790	1269961874	-7	-454	0x1900928a	2209	419467914
5820	1269965909	-30	-281	0x19008382	2252	419464066
5850	1269969737	-26	-429	0x18770f19	9007518	410455833
5880	1269973664	-5	-260	0x1869e424	383992	409592868
5910	1269977586	20	-253	0x185d2adb	424294	408759003
5940	1269981561	16	-365	0x1855471f	387388	408241951
5970	1269985639	12	-326	0x184e784c	303802	407795788
6000	1269989692	-42	-259	0x184849b3	267192	407390643
6030	1269993826	-30	-107	0x1842f147	137895	407040327
6060	1269997666	-39	-255	0x183bc79e	308858	406570910
6090	1270001726	13	-227	0x183764de	148741	406283486
6120	1270005496	14	-420	0x18311c62	235708	405871714
6150	1270009323	-26	-328	0x182a900f	215218	405442575
6180	1270013226	-18	-352	0x1826784a	141341	405174346
6210	1270016986	-59	-455	0x1821954f	209928	404854095
6240	1270020929	-42	-329	0x181db3cc	171423	404599756
6270	1270024851	-17	-348	0x181b5016	91077	404443158
6300	1270028783	-38	-280	0x18188233	72525	404259379
6330	1270032510	6	-378	0x1814e59b	141744	404022683
6360	1270036386	-47	-418	0x1812d23b	96705	403886651
6390	1270040244	14	-337	0x18106d8f	76645	403729807
6420	1270044200	-58	-363	0x180ef149	48470	403632457
6450	1270047923	-18	-357	0x180cdbfc	85869	403495932
6480	1270052025	20	-176	0x180bdacb	32739	403430091
6510	1270056028	-31	-357	0x180b0357	34669	403374935
6540	1270059959	-15	-332	0x1809ecd3	34123	403303635
6570	1270064004	15	-278	0x1808f53f	30943	403240255
6600	1270067760	-19	-413	0x1807e6c2	50517	403171010
6630	1270071729	-3	-288	0x18071dfe	19582	403119614
6660	1270075618	-30	-306	0x18065b8d	25561	403069837
6690	1270079689	-23	-265	0x1805c3c9	20110	403030985
6720	1270083508	-10	-389	0x1805243c	28473	402990140
6750	1270087298	9	-466	0x18049064	23348	402952292
6780	1270091301	-42	-237	0x1804146e	16763	402920558
6810	1270095192	-46	-318	0x1803aaef	18914	402893551
6840	1270099094	10	-342	0x18034dc0	15826	402869696
6870	1270103074	-44	-159	0x1802e94a	13325	402843978
6900	1270107098	-56	-254	0x1802ac58	12067	402828376
6930	1270110958	-23	-216	0x18025ffc	15245	402808828
6960	1270114971	-8	-237	0x1802300a	8511	402796554
6990	1270118924	-24	-376	0x1802000c	8468	402784268
7020	1270123001	-29	-232	0x1801d8e1	3267	402774241
7050	1270126810	-44	-448	0x1801a42d	8161	402760749
7080	1270130737	-45	-297	0x180177c9	6006	402749385
7110	1270134720	-60	-334	0x1801584e	3696	402741326
7140	1270138647	-49	-303	0x1801306d	5478	402731117
7170	1270142584	-51	-359	0x1801142c	4863	402723884
7200	1270146656	-55	-274	0x1800fc07	3149	402717703
7230	1270150665	-37	-315	0x1800e90b	3310	402712843
7260	1270154437	-34	-476	0x1800ce93	3205	402706067
7290	1270158335	-50	-391	0x1800b740	2123	402700096
7320	1270162440	6	-221	0x1800a47b	2584	402695291
7350	1270166330	-14	-261	0x18009534	2293	402691380
7380	1270170257	-6	-333	0x180086d1	1594	402687697
7410	1270174105	13	-278	0x17770487	572188	393675911
7440	1270178216	13	-135	0x176d2048	314929	393027656
7470	1270182115	-57	-371	0x1764b995	331030	392477077
7500	1270185976	3	-343	0x17582314	400892	391652116
7530	1270189791	6	-421	0x174ecb0b	315170	391039755
7560	1270193607	-12	-421	0x17450784	327715	390399876
7590	1270197475	-3	-370	0x173cf046	279370	389869638
7620	1270201336	-15	-357	0x1735bd04	257286	389397764
7650	1270205275	-53	-312	0x173045e7	194576	389039591
7680	1270209182	-7	-344	0x172b48aa	177251	388712618
7710	1270213180	-4	-343	0x17278c45	107208	388467781
7740	1270216996	-38	-453	0x17234c21	151372	388189217
7770	1270220967	-40	-269	0x171f77d6	111834	387938262
7800	1270224813	-48	-370	0x171c4a50	109816	387730000
7830	1270228968	-20	-246	0x171a4121	44971	387596577
7860	1270232904	-58	-316	0x17176a7e	117406	387410558
7890	1270236908	7	-351	0x17155238	94461	387273272
7920	1270240833	-15	-341	0x171355d8	70550	387143128
7950	1270244994	12	-235	0x1711ef17	53210	387051287
7980	1270248736	-37	-370	0x170fd891	71208	386914449
8010	1270252473	19	-421	0x170dbdd1	66315	386776529
8040	1270256408	-39	-329	0x170c6aaf	27406	386689711
8070	1270260395	-26	-297	0x170b0839	50391	386598969
8100	1270264205	-51	-466	0x1709e6b4	46822	386524852
8130	1270267948	-10	-444	0x17088e6c	42299	386436716
8160	1270271952	-48	-253	0x1707ad21	25158	386379041
8190	1270275798	-43	-286	0x1706cf1f	36852	386322207
8220	1270279783	-25	-270	0x1706398c	15092	386283916
8250	1270283547	-57	-482	0x17057766	31330	386234214
8280	1270287312	-56	-447	0x1704d600	20452	386192896
8310	1270291268	-49	-222	0x170447f4	13716	386156532
8340	1270295340	16	-279	0x1703e91f	13849	386132255
8370	1270299383	-58	-242	0x17039801	12025	386111489
8400	1270303368	12	-319	0x17034d83	11342	386092419
8430	1270307413	20	-388	0x17030591	12100	386074001
8460	1270311543	18	-200	0x1702cef0	5587	386060016
8490	1270315394	-49	-400	0x170280bc	11952	386039996
8520	1270319397	-15	-351	0x17024c8c	6375	386026636
8550	1270323302	1	-368	0x17020a40	10721	386009664
8580	1270327299	-54	-359	0x1701e208	5356	385999368
8610	1270331082	9	-226	0x17019d91	8449	385981841
8640	1270334993	-21	-339	0x17017527	5703	385971495
8670	1270339085	19	-246	0x170152fe	6330	385962750
8700	1270342868	-43	-481	0x1701317f	6626	385954175
8730	1270346428	-53	-446	0x170101ae	6286	385941934
8760	1270350300	-39	-386	0x1700e3d8	3577	385934296
8790	1270354087	11	-292	0x1700c378	4164	385926008
8820	1270358062	-20	-314	0x1700b28f	2223	385921679
8850	1270362053	17	-336	0x1700a22e	1884	385917486
8880	1270366128	-14	-212	0x170094cf	1329	385914063
8910	1270370101	-11	-283	0x170089cf	1754	385911247
8940	1270373993	-8	-369	0x167a0f61	8811289	377098081
8970	1270377759	-23	-398	0x166bc259	513806	376160857
9000	1270381603	-37	-313	0x165db630	370196	375240240
9030	1270385653	15	-345	0x1655df37	177993	374726455
9060	1270389649	13	-305	0x164dd9b2	292750	374200754
9090	1270393570	-25	-313	0x164697d5	226501	373725141
9120	1270397296	-18	-395	0x163dbf07	314547	373145351
9150	1270401022	-53	-486	0x1635c02a	262897	372621354
9180	1270404942	-5	-288	0x162ee01a	239432	372170778
9210	1270408819	-24	-400	0x162b0bf9	162518	371919865
9240	1270412959	18	-250	0x16274844	91536	371673156
9270	1270416678	-29	-393	0x16228ec6	162772	371363526
9300	1270420700	-10	-135	0x161ee8ea	92491	371124458
9330	1270424719	11	-323	0x161c74b5	100103	370963637
9360	1270428801	16	-143	0x16197306	110594	370766598
9390	1270432661	-19	-336	0x16176985	131796	370633093
9420	1270436514	-10	-375	0x1614793e	125400	370440510
9450	1270440273	11	-562	0x16124e91	107044	370298513
9480	1270444388	-1	-201	0x1610bb1d	18546	370195229
9510	1270448227	-41	-436	0x160f068e	69697	370083470
9540	1270452140	-60	-447	0x160d71c9	49245	369979849
9570	1270455977	-4	-329	0x160bd09b	50115	369873051
9600	1270460103	1	-247	0x160acff9	21402	369807353
9630	1270464015	0	-355	0x1609dca0	32542	369745056
9660	1270467826	16	-463	0x1608beae	40933	369671854
9690	1270471682	-34	-302	0x1607a239	32430	369599033
9720	1270475788	-7	-227	0x1606e81e	29127	369551390
9750	1270479697	-5	-357	0x16065b0e	25723	369515278
9780	1270483629	-10	-276	0x1605b032	22791	369471538
9810	1270487525	-8	-347	0x16051fb1	20911	369434545
9840	1270491527	-52	-222	0x16049ccc	17922	369401036
9870	1270495483	-23	-295	0x160422c0	23171	369369792
9900	1270499420	-14	-377	0x1603cd94	15240	369347988
9930	1270503353	-46	-329	0x16036a24	12431	369322532
9960	1270507472	-20	-276	0x16032f60	6833	369307488
9990	1270511295	-47	-413	0x1602ca45	17383	369281605
10020	1270515015	-53	-502	0x16028063	10108	369262691
10050	1270519009	-45	-351	0x16023933	7576	369244467
10080	1270522669	-17	-405	0x1601e1f2	12228	369222130
10110	1270526310	-18	-539	0x1601a4f4	9298	369206516
10140	1270530268	12	-247	0x16016e05	6306	369192453
10170	1270534125	-8	-219	0x160146a9	5217	369182377
10200	1270537985	-9	-399	0x1601217d	6667	369172861
10230	1270541802	-37	-531	0x16010662	4228	369165922
10260	1270545739	18	-303	0x1600e4d3	3788	369157331
10290	1270549514	-14	-327	0x1600c9c9	3813	369150409
10320	1270553399	-24	-255	0x1600b1ff	3419	369144319
10350	1270557570	-3	-138	0x1600a6e7	1320	369141479
10380	1270561315	-21	-423	0x16009398	2937	369136536
10410	1270565174	-33	-409	0x160081a8	2786	369131944
10440	1270569178	2	-234	0x1575b401	460539	360035329
10470	1270573013	-20	-431	0x1569c8c0	564493	359254208
10500	1270577070	-26	-198	0x155fcb1a	214671	358599450
10530	1270581162	-34	-281	0x1558e2a2	264738	358146722
10560	1270585054	-23	-402	0x15517aec	207584	357661420
10590	1270588896	-54	-359	0x1547146a	336345	356979818
10620	1270592858	-35	-339	0x153fe186	280517	356508038
10650	1270596715	-59	-377	0x15390508	271009	356058376
10680	1270600516	20	-517	0x153269b8	229112	355625400
10710	1270604287	-33	-491	0x152c97da	190652	355243994
10740	1270608226	-39	-284	0x15271bac	159228	354884524
10770	1270612023	-19	-463	0x1522eaf6	173370	354609910
10800	1270615937	-16	-280	0x151e6429	144297	354313257
10830	1270619782	-40	-439	0x151b98c5	129951	354130117
10860	1270623630	15	-418	0x15183751	118379	353908561
10890	1270627638	-21	-240	0x15161a9f	56864	353770143
10920	1270631458	-36	-310	0x15135718	90293	353589016
10950	1270635382	8	-424	0x15116e8a	90854	353463946
10980	1270639451	-3	-171	0x150fc861	58693	353355873
11010	1270643378	-31	-285	0x150e65b1	61013	353265073
11040	1270647463	8	-193	0x150d22ae	32014	353182382
11070	1270651292	-47	-409	0x150bf0bb	56111	353104059
11100	1270655243	-44	-274	0x150a9ad5	42458	353016533
11130	1270659162	-42	-382	0x1509a6a1	31446	352954017
11160	1270663215	8	-335	0x1508cc24	27277	352898084
11190	1270667134	-5	-343	0x1507e2a2	28944	352838306
11220	1270671086	16	-300	0x150713c4	28140	352785348
11250	1270675118	-21	-295	0x15068a6f	21937	352750191
11280	1270679047	-40	-399	0x1505f1a4	17057	352711076
11310	1270682864	-40	-429	0x150530bd	28041	352661693
11340	1270687075	-20	-205	0x1504cad7	15052	352635607
11370	1270690798	2	-442	0x150449ef	22443	352602607
11400	1270694632	-49	-285	0x1503b740	19863	352565056
11430	1270698608	-22	-217	0x150366c3	9652	352544451
11460	1270702484	-48	-356	0x1502fc2d	17704	352517165
11490	1270706270	-6	-377	0x1502a14f	15947	352493903
11520	1270710211	-40	-335	0x15025d9a	11077	352476570
11550	1270714192	-3	-332	0x150224f5	8328	352462069
11580	1270718149	-4	-239	0x1501f180	6342	352448896
11610	1270721738	-39	-461	0x1501a9eb	11738	352430571
11640	1270725961	16	-94	0x15018229	4725	352420393
11670	1270729834	-50	-351	0x1501624e	6645	352412238
11700	1270733721	-35	-293	0x15013c7d	4707	352402557
11730	1270737677	-33	-277	0x15011ce9	4531	352394473
11760	1270741334	-46	-455	0x1500f55e	6819	352384350
11790	1270745440	-5	-88	0x1500ddb8	2715	352378296
11820	1270749359	-10	-211	0x1500c602	4387	352372226
11850	1270753542	-14	-298	0x1500be74	1879	352370292
11880	1270757651	0	-329	0x1500b3cd	1552	352367565
11910	1270761419	-1	-491	0x15009d3a	3505	352361786
11940	1270765107	-33	-511	0x15008803	2858	352356355
11970	1270769061	-43	-368	0x14799e7f	8839827	343514751
12000	1270773178	7	-162	0x146eba05	311020	342800901
12030	1270777044	0	-331	0x1463389b	467233	342046875
12060	1270780796	-35	-341	0x14587505	363525	341341445
12090	1270784810	13	-286	0x144ea3cd	298738	340698061
12120	1270788630	18	-296	0x144589f8	334600	340101624
12150	1270792648	0	-274	0x143f1f2c	252125	339681068
12180	1270796638	-36	-358	0x143a3742	173511	339359554
12210	1270800758	-39	-237	0x14365056	87038	339103830
12240	1270804744	-28	-204	0x1430ad4c	175407	338734412
12270	1270808843	8	-242	0x142cddcb	180311	338484683
12300	1270812783	-36	-305	0x14290ebe	144611	338235070
12330	1270816873	15	-245	0x14260f6c	100793	338038636
12360	1270820602	-25	-354	0x142153bd	180066	337728445
12390	1270824287	-5	-401	0x141c7273	176221	337408627
12420	1270828082	-12	-299	0x1418b77d	140735	337164157
12450	1270831929	5	-278	0x1415dea6	109019	336977574
12480	1270835865	-9	-341	0x1413f3fb	65170	336851963
12510	1270839848	15	-163	0x1411ba69	65183	336706153
12540	1270843956	-41	-284	0x14108a8a	49216	336628362
12570	1270847815	-10	-397	0x140ec7f7	73532	336513015
12600	1270851773	-28	-363	0x140d7acd	61195	336427725
12630	1270855741	-16	-396	0x140c4476	42518	336348278
12660	1270859895	-5	-258	0x140b4b97	37694	336284567
12690	1270863892	13	-287	0x140a53df	32241	336221151
12720	1270867642	14	-374	0x14090723	49860	336135971
12750	1270871761	18	-229	0x140846a1	30924	336086689
12780	1270875567	-8	-412	0x14078516	33328	336037142
12810	1270879467	19	-195	0x140670ac	35275	335966380
12840	1270883492	5	-153	0x1405f637	15758	335935031
12870	1270887577	5	-288	0x14058e65	15151	335908453
12900	1270891573	-36	-382	0x14052cee	10280	335883502
12930	1270895397	-43	-337	0x140480d7	21079	335839447
12960	1270899202	-58	-346	0x1403eafb	25511	335801083
12990	1270903154	-43	-297	0x14038228	14547	335774248
13020	1270907179	-48	-339	0x140340ea	9913	335757546
13050	1270910995	-4	-421	0x1402deac	16990	335732396
13080	1270914790	-15	-416	0x14028d13	11363	335711507
13110	1270918792	-60	-464	0x14025628	5538	335697448
13140	1270922879	11	-139	0x140215ac	4382	335680940
13170	1270926804	-33	-356	0x1401eb25	6994	335670053
13200	1270930808	-7	-264	0x1401ba70	5564	335657584
13230	1270934647	8	-297	0x1401857d	9434	335644029
13260	1270938624	-3	-336	0x140162ec	5014	335635180
13290	1270942624	12	-226	0x14014209	4932	335626761
13320	1270946277	-50	-437	0x14011808	6343	335616008
13350	1270950150	-34	-426	0x1400fc3f	2845	335608895
13380	1270954016	-5	-410	0x1400d927	5261	335599911
13410	1270957917	-3	-320	0x1400c22d	3323	335594029
13440	1270961659	13	-401	0x1400a840	4179	335587392
13470	1270965496	-15	-194	0x14009105	3757	335581445
13500	1270969410	-58	-440	0x14008825	2126	335579173
13530	1270973391	-38	-369	0x137ae8ae	8755742	326822062
13560	1270977182	-29	-298	0x136a4abb	593683	325733051
13590	1270981113	-53	-431	0x1360f143	412124	325120323
13620	1270985071	-39	-294	0x1356463b	368454	324421179
13650	1270988917	-52	-445	0x134d91d9	350996	323850713
13680	1270992820	-1	-464	0x1345c791	239044	323340177
13710	1270996929	10	-171	0x133ed2c6	181167	322884294
13740	1271000904	-7	-341	0x133a37c9	190906	322582473
13770	1271004781	19	-317	0x1333351e	225694	322123038
13800	1271008793	-2	-289	0x132ecfd3	190568	321834963
13830	1271012736	-20	-330	0x132a3f70	188763	321535856
13860	1271016668	14	-182	0x1325b758	167055	321238872
13890	1271020541	-35	-278	0x1321d4b7	162698	320984247
13920	1271024343	12	-389	0x131e37ba	138810	320747450
13950	1271028252	-54	-378	0x131af9aa	115087	320534954
13980	1271032292	-1	-182	0x13183261	72781	320352865
14010	1271036348	-33	-212	0x13162237	84012	320217655
14040	1271040280	-19	-207	0x131406ea	82442	320079594
14070	1271044098	-40	-412	0x1311e9d4	93218	319941076
14100	1271047918	-5	-441	0x130fef54	62268	319811412
14130	1271051930	-39	-262	0x130e2927	59930	319695143
14160	1271055967	-59	-315	0x130d36e5	47210	319633125
14190	1271059927	-17	-344	0x130be827	47073	319547431
14220	1271063779	-41	-418	0x130a9cf8	60116	319462648
14250	1271067731	-55	-327	0x13099a4c	35466	319396428
14280	1271071696	-45	-359	0x13089880	38633	319330432
14310	1271075769	-55	-241	0x1307f65a	16169	319288922
14340	1271079654	-29	-331	0x13070f98	36316	319229848
14370	1271083380	-42	-455	0x130649bd	27943	319179197
14400	1271087238	-1	-347	0x130573e1	27897	319124449
14430	1271091125	-34	-365	0x1304edc8	21197	319090120
14460	1271094907	-60	-516	0x13045194	24706	319050132
14490	1271098790	8	-294	0x1303c330	18161	319013680
14520	1271102684	9	-321	0x13035d0b	16668	318987531
14550	1271106532	-36	-316	0x1303055f	11701	318965087
