nHeight	timeStamp	与每块标准出块时间差值	与每17块标准时间差值	nBits 16hex	每块难度差值	nBits
11160	1271442876	21	743	0x200f55c3	32331	537875907
11190	1271448946	84	907	0x200fccff	4294936193	537906431
11220	1271455103	88	951	0x20106888	4294961000	537946248
11250	1271461040	15	755	0x20100d19	4294925280	537922841
11280	1271466989	12	729	0x20101e00	4294902234	537927168
11310	1271472963	33	886	0x20104fd3	4294921140	537939923
11340	1271479127	38	785	0x200fda79	4294928925	537909881
11370	1271485179	47	787	0x200e98d9	4277405958	537827545
11400	1271491309	100	1005	0x200f560c	38937	537875980
11430	1271497279	40	899	0x200fca8a	4294947460	537905802
11460	1271502908	1	629	0x200faeea	36570	537898730
11490	1271508748	36	704	0x200ee268	64967	537846376
11520	1271514921	90	954	0x20104fe7	4294951609	537939943
11550	1271520856	61	756	0x200fbdd3	4294934450	537902547
11580	1271526970	64	842	0x200ffb84	13737	537918340
11610	1271532979	64	816	0x200fd7e8	4277570150	537909224
11640	1271539029	98	1011	0x200fe2dd	4268373152	537912029
11670	1271544881	76	828	0x200fd97a	4294924568	537909626
11700	1271550828	11	639	0x200ece71	102773	537841265
11730	1271556766	2	793	0x200fd966	4294932889	537909606
11760	1271562819	90	935	0x1f12f29b	16536807	521335451
11790	1271568309	30	537	0x200f9413	4294952802	537891859
11820	1271574347	11	893	0x201021b7	4294921822	537928119
11850	1271580428	67	884	0x200f8723	45692	537888547
11880	1271586512	77	814	0x2000e608	965741	536929800
11910	1271592610	83	915	0x200fa919	4294919576	537897241
11940	1271598741	25	883	0x200fe1b4	47598	537911732
11970	1271604500	9	667	0x200fe42d	33109	537912365
12000	1271610545	34	784	0x200f8afa	4294932134	537889530
12030	1271616612	93	922	0x200f50a7	4294004965	537874599
12060	1271622734	90	781	0x200fd9ce	4278932600	537909710
12090	1271628920	86	1026	0x200f4d10	51231	537873680
12120	1271634887	33	881	0x200f728e	21327	537883278
12150	1271641181	92	1001	0x20101bf8	4294879593	537926648
12180	1271646997	11	730	0x200f9caa	4294957960	537894058
12210	1271653105	61	837	0x200f5f3c	4294000219	537878332
12240	1271659060	50	875	0x201031d4	4294933104	537932244
12270	1271664842	7	585	0x200ef219	88615	537850393
12300	1271670706	71	749	0x200fef23	4294959456	537915171
12330	1271676958	40	984	0x2010479c	4294965638	537937820
12360	1271682983	83	988	0x200ff149	4294923396	537915721
12390	1271689074	6	786	0x20101312	4294935030	537924370
12420	1271695041	71	909	0x200ef6f5	56910	537851637
12450	1271700931	35	877	0x2010190f	7676	537925903
12480	1271707155	87	1097	0x200fd770	4294931125	537909104
12510	1271713134	65	789	0x200fc856	4294949890	537905238
12540	1271719316	61	878	0x200f67f4	42451	537880564
12570	1271725199	26	651	0x20102458	4294934397	537928792
12600	1271731504	80	977	0x201033ef	4294886252	537932783
12630	1271737499	12	849	0x200f9d33	4294962017	537894195
12660	1271743574	55	924	0x200edea3	84741	537845411
12690	1271749682	57	880	0x200f65d4	13495	537880020
12720	1271755619	53	930	0x200fab8a	1499	537897866
12750	1271761590	3	773	0x20102a3f	24992	537930303
12780	1271767525	91	822	0x200f69e4	4294937838	537881060
12810	1271773853	66	1132	0x200f56e6	4293998677	537876198
12840	1271779824	4	695	0x20104c06	19419	537938950
12870	1271785801	47	925	0x200f9484	4294914439	537891972
12900	1271791672	8	614	0x200eec83	84463	537848963
12930	1271797858	79	875	0x20101e44	4294913613	537927236
12960	1271803758	62	744	0x200f4435	51007	537871413
12990	1271809710	7	841	0x20103a32	4294879409	537934386
13020	1271815476	29	697	0x1f090fa4	17161844	520687524
13050	1271821265	55	840	0x200fb527	4294951708	537900327
13080	1271827105	22	835	0x200ff175	8259	537915765
13110	1271833103	97	841	0x200f6188	4294966556	537878920
13140	1271838956	72	819	0x20104f2c	4294925652	537939756
13170	1271844990	88	753	0x200f8162	4294950240	537887074
13200	1271850990	13	884	0x200f0a64	4294021623	537856612
13230	1271856859	37	865	0x200e6fc2	117961	537817026
13260	1271863174	77	1050	0x200f5054	41315	537874516
13290	1271869044	92	913	0x20103289	4294953159	537932425
13320	1271874932	17	826	0x200f300f	4294960858	537866255
13350	1271880929	90	703	0x20100617	4294966510	537921047
13380	1271886671	23	796	0x1f071256	17353160	520557142
13410	1271892801	48	904	0x200fdd1b	4294876608	537910555
13440	1271898637	1	896	0x200fccff	4294927890	537906431
13470	1271904552	93	781	0x200fc5d4	16556	537904596
13500	1271910621	88	801	0x200efad4	80627	537852628
13530	1271916886	37	941	0x1f02a0ca	17633994	520265930
13560	1271922899	54	770	0x200fdd84	4294904090	537910660
13590	1271928677	52	611	0x200f46af	3876	537872047
13620	1271934717	50	866	0x201003c6	4294929019	537920454
13650	1271940843	40	946	0x200fa8af	4294946457	537897135
13680	1271946834	66	848	0x200eb578	93899	537834872
13710	1271953247	41	1139	0x200fcab0	4294964327	537905840
13740	1271959179	26	673	0x200ee188	4294043386	537846152
13770	1271965026	2	769	0x200ffbf3	4294945975	537918451
13800	1271970991	4	759	0x1f0b438a	17079721	520831882
13830	1271977095	33	998	0x20100b07	4294937495	537922311
13860	1271983030	75	750	0x200f87b8	4294964565	537888696
13890	1271988887	42	822	0x2010268e	4294943480	537929358
13920	1271994955	33	801	0x200f7c5f	4294948492	537885791
13950	1272000914	17	901	0x2010345a	4294948224	537932890
13980	1272006839	78	807	0x200fa66a	2976	537896554
14010	1272012927	40	971	0x20100328	17453	537920296
14040	1272019006	7	923	0x201014c7	4294922228	537924807
14070	1272024964	17	957	0x20100a90	4294905474	537922192
14100	1272031292	29	1034	0x20105c8d	4294912697	537943181
14130	1272037061	57	769	0x200f1a48	11180	537860680
14160	1272042861	49	750	0x1f7c77c4	9621226	528250820
14190	1272048875	79	765	0x200ed319	86453	537842457
14220	1272054980	26	958	0x200fd5b9	4294935136	537908665
14250	1272060938	33	858	0x200f91f5	4294960029	537891317
14280	1272066948	18	795	0x200f3116	51832	537866518
14310	1272073093	21	908	0x2000ad8f	967191	536915343
14340	1272079038	88	950	0x200f99f3	4294941054	537893363
14370	1272084687	58	636	0x200f58e2	41858	537876706
14400	1272090569	54	804	0x200fd999	4294939079	537909657
14430	1272096315	40	727	0x2000e815	930452	536930325
14460	1272102522	95	889	0x200fe65c	4294883881	537912924
14490	1272108381	83	791	0x20102280	4294907779	537928320
14520	1272114248	67	844	0x200fd9a0	4294937167	537909664
14550	1272120567	27	922	0x2000a7ac	972422	536913836
14580	1272126448	37	698	0x201002f9	4294930776	537920249
14610	1272132558	68	853	0x201033ce	4294935866	537932750
14640	1272138695	52	902	0x200f8601	58555	537888257
14670	1272144836	96	868	0x200f5d82	4682	537877890
14700	1272150620	58	678	0x200f4881	4294923733	537872513
14730	1272156689	34	916	0x201079da	4294906896	537950682
14760	1272162867	54	990	0x200f4016	64878	537870358
14790	1272169158	79	1038	0x1f03648a	17602715	520316042
