nHeight	timeStamp	与每块标准出块时间差值	与每17块标准时间差值	nBits 16hex	每块难度差值	nBits
14820	1272175250	94	757	0x200f7bd4	40211	537885652
14850	1272181133	19	805	0x1f12d6c1	16572523	521328321
14880	1272186873	55	737	0x200f4bbb	4294909406	537873339
14910	1272193002	74	956	0x200f85d7	11468	537888215
14940	1272199186	38	1066	0x20108ee9	4294849968	537956073
14970	1272205067	96	841	0x200ee6d9	87516	537847513
15000	1272210970	8	684	0x2000e31d	961552	536929053
15030	1272217093	21	983	0x200fe78a	4294876130	537913226
15060	1272223040	1	661	0x200f3ad1	1293	537869009
15090	1272229175	83	976	0x20100461	738	537920609
15120	1272235297	55	923	0x20104113	4294912886	537936147
15150	1272241255	34	822	0x201023d4	4294905915	537928660
15180	1272247086	44	942	0x200fabc8	3892	537897928
15210	1272253300	66	939	0x20101993	20476	537926035
15240	1272259448	99	889	0x20106d80	4294896629	537947520
15270	1272265541	60	784	0x20103805	4294892939	537933829
15300	1272272020	80	1086	0x200fd21f	41886	537907743
15330	1272278161	84	841	0x20103550	25522	537933136
15360	1272284343	67	933	0x200fdd54	4294940353	537910612
15390	1272290439	47	835	0x2010028f	4277721055	537920143
15420	1272296328	30	717	0x20102146	5912	537928006
15450	1272301962	1	566	0x200f2a4d	4294937786	537864781
15480	1272308075	88	970	0x20101b79	4294933904	537926521
15510	1272314080	56	844	0x200f7648	4294961054	537884232
15540	1272320160	3	929	0x20102a96	841	537930390
15570	1272326137	66	838	0x200fb270	4277235895	537899632
15600	1272332350	70	902	0x200f54e7	46117	537875687
15630	1272338557	12	870	0x200f98e4	16830	537893092
15660	1272344837	75	1098	0x1f05f832	17419140	520484914
15690	1272350907	69	790	0x20107477	4294893174	537949303
15720	1272356904	65	814	0x200f454e	47621	537871694
15750	1272362833	14	803	0x20103fab	4294925853	537935787
15780	1272368721	45	714	0x200f146c	4294948205	537859180
15810	1272374764	68	902	0x200f173d	4282862129	537859901
15840	1272380637	97	846	0x20100f03	4294893373	537923331
15870	1272386782	14	834	0x200ff07f	27577	537915519
15900	1272392943	24	753	0x200f7faa	46664	537886634
15930	1272398839	68	802	0x200f6315	39023	537879317
15960	1272405135	91	967	0x200f5f01	31623	537878273
15990	1272411293	69	947	0x200f75a7	17650	537884071
16020	1272417005	38	594	0x200f625a	4294933590	537879130
16050	1272423016	64	967	0x201017c2	4294925424	537925570
16080	1272428940	29	765	0x1f01599b	17694283	520182171
16110	1272435193	86	1035	0x2010210a	4294932406	537927946
16140	1272441368	4	929	0x20104d20	4294932675	537939232
16170	1272447221	0	901	0x201017dc	4294904545	537925596
16200	1272453260	39	755	0x1f404783	13572199	524306307
16230	1272459317	18	840	0x200f5bff	35783	537877503
16260	1272465454	74	975	0x200f3a40	4294007373	537868864
16290	1272471504	92	934	0x200f8195	4277712096	537887125
16320	1272477570	29	964	0x200f3b78	48039	537869176
16350	1272483537	56	992	0x2010060e	4294935623	537921038
16380	1272489589	34	866	0x20103917	4294905972	537934103
16410	1272495624	43	946	0x20103ae7	4294876666	537934567
16440	1272501541	4	670	0x200fcc64	4294947590	537906276
16470	1272507508	64	735	0x200eca9c	82818	537840284
16500	1272513440	31	670	0x200fd51e	4294931743	537908510
16530	1272519384	28	839	0x200e4af2	4294091070	537807602
16560	1272525010	68	597	0x200fc31e	4294958820	537903902
16590	1272531160	62	834	0x200ef48f	4294040294	537851023
16620	1272537471	25	1119	0x20109082	4294935577	537956482
16650	1272543520	63	869	0x201041e2	4294941305	537936354
16680	1272549616	51	895	0x20100a44	4294897799	537922116
16710	1272555491	98	785	0x200f439a	12451	537871258
16740	1272561524	63	900	0x20103e20	4294902975	537935392
16770	1272567655	31	950	0x200fe757	4294911559	537913175
16800	1272573705	98	897	0x1e28475c	31940221	505956188
16830	1272579711	7	909	0x201039d8	4294909423	537934296
16860	1272585586	83	720	0x200f2829	4294965915	537864233
16890	1272591634	99	894	0x2010566b	4294904698	537941611
16920	1272597340	78	689	0x200f294c	4294949148	537864524
16950	1272603486	89	886	0x1f08043c	17271758	520619068
16980	1272609452	19	866	0x200f72e9	4294923964	537883369
17010	1272615403	0	711	0x200f2ff0	63261	537866224
17040	1272621570	7	992	0x20103627	4294907421	537933351
17070	1272627485	31	890	0x200f5804	4294965853	537876484
17100	1272633749	3	856	0x200fa044	4293986462	537894980
17130	1272639893	35	838	0x200fc254	4294932685	537903700
17160	1272645891	20	850	0x200f16d7	62366	537859799
17190	1272651776	96	787	0x200fc2f1	8295	537903857
17220	1272657801	90	837	0x20103104	4294958559	537932036
17250	1272664139	86	1101	0x200fe480	4294949973	537912448
17280	1272669896	1	605	0x200f7c1d	13288	537885725
17310	1272675940	48	813	0x20101943	4294917431	537925955
17340	1272681652	6	748	0x20100857	4294959866	537921623
17370	1272687442	74	689	0x200f14a4	88032	537859236
17400	1272693533	32	697	0x200f81fa	12751	537887226
17430	1272699244	12	690	0x200f40c0	44075	537870528
17460	1272705300	39	909	0x20101d86	4294915025	537927046
17490	1272711208	21	765	0x200f6916	5814	537880854
17520	1272717386	77	853	0x200f6724	33374	537880356
17550	1272723552	18	825	0x200f2ba8	4294029559	537865128
17580	1272729519	75	795	0x200f20bd	60021	537862333
17610	1272735803	85	998	0x200f8f3c	18468	537890620
17640	1272741569	30	681	0x200f9f08	41816	537894664
17670	1272747728	86	866	0x200f6ac1	22605	537881281
17700	1272753635	9	881	0x20101456	4294932406	537924694
17730	1272759804	0	1060	0x200fc49b	4294931021	537904283
17760	1272765849	25	896	0x200fe444	4294936904	537912388
17790	1272771779	76	922	0x200f2807	52289	537864199
17820	1272777640	34	795	0x200fa431	46925	537895985
17850	1272783786	36	960	0x200f21fc	64150	537862652
17880	1272789964	21	936	0x200f8c85	9433	537889925
17910	1272795939	53	824	0x200fbfda	4294902118	537903066
17940	1272801780	20	836	0x200fc58e	20883	537904526
17970	1272807851	48	904	0x20103392	6916	537932690
18000	1272813802	40	870	0x200f5325	4294963765	537875237
18030	1272819788	31	879	0x20106efb	4294930430	537947899
18060	1272825714	16	821	0x200fc36f	4294885308	537903983
18090	1272831579	87	890	0x200f5d09	30234	537877769
18120	1272837454	91	868	0x200f8157	4294954258	537887063
18150	1272843333	11	831	0x200f7f38	15654	537886520
18180	1272849576	89	1040	0x2010604b	4294923217	537944139
18210	1272855517	19	850	0x200f849b	4294961090	537887899
18240	1272861404	57	802	0x200fb733	21894	537900851
18270	1272867682	23	929	0x200f9a4e	24329	537893454
18300	1272873833	91	835	0x200f5bda	4285565927	537877466
18330	1272879806	25	1000	0x200ff0ab	4294919275	537915563
18360	1272885708	92	867	0x2010197a	4294916321	537926010
18390	1272891426	28	716	0x200ff89b	4294952688	537917595
18420	1272897305	48	944	0x200ff972	4294891343	537917810
18450	1272903303	3	871	0x200f5802	28366	537876482
18480	1272909276	73	754	0x20103baa	4294933633	537934762
18510	1272915418	8	937	0x200f8ffc	4294921730	537890812
18540	1272921585	53	1095	0x200ea97d	4294065274	537831805
18570	1272927409	4	776	0x200f445d	29797	537871453
18600	1272933391	90	684	0x200f0e58	58634	537857624
18630	1272939370	73	722	0x200f3707	33536	537868039
18660	1272945498	39	1005	0x200f013e	72193	537854270
18690	1272951453	95	858	0x200ef1aa	66917	537850282
18720	1272957456	40	875	0x20100478	4294934391	537920632
18750	1272963571	28	757	0x2010444a	4294900214	537936970
18780	1272969302	48	625	0x200fd49e	4294909783	537908382
18810	1272975166	14	830	0x2000f26e	967364	536932974
18840	1272981232	35	855	0x200f8f76	4294915592	537890678
18870	1272987177	37	802	0x200fede9	9658	537914857
18900	1272993111	22	707	0x200fa632	45707	537896498
18930	1272998771	9	506	0x200edf48	76829	537845576
18960	1273004856	12	875	0x201041e1	4294930774	537936353
18990	1273010727	26	813	0x200f3b61	4294956810	537869153
19020	1273016438	3	656	0x20100319	4294952461	537920281
19050	1273022392	28	785	0x20106287	4294850084	537944711
19080	1273028520	72	1021	0x200f3cc7	53861	537869511
19110	1273034683	45	983	0x20104eb8	4294949872	537939640
19140	1273040751	46	868	0x20102e26	10874	537931302
19170	1273046800	34	878	0x200fae4d	4294935852	537898573
19200	1273052837	54	1117	0x2000fead	978806	536936109
19230	1273058882	28	717	0x200f5a9b	13248	537877147
19260	1273064821	24	721	0x200f0c0c	51272	537857036
19290	1273070972	2	939	0x200f52a8	26067	537875112
19320	1273077080	55	1078	0x200eb1fe	4294067779	537833982
19350	1273083157	27	850	0x200ef35d	80022	537850717
19380	1273089031	62	745	0x200f6f75	4294963594	537882485
19410	1273095191	44	915	0x200f34c8	61320	537867464
19440	1273101101	33	875	0x2010062f	4294962688	537921071
19470	1273107124	17	831	0x200f9b0d	4294948790	537893645
19500	1273112957	20	729	0x20105f0a	4294920643	537943818
19530	1273118903	53	848	0x1f0faf95	16715847	521121685
19560	1273125075	80	968	0x200f7494	52634	537883796
19590	1273131159	94	1054	0x1f078f75	17311460	520589173
19620	1273137574	49	989	0x200ff2a0	25404	537916064
19650	1273143740	74	893	0x200f717c	52433	537883004
19680	1273149814	55	1073	0x200084f7	983424	536904951
19710	1273155904	45	916	0x200faf5c	3450	537898844
19740	1273162129	50	955	0x200f7eb9	36444	537886393
19770	1273168145	34	854	0x200f3e43	79302	537869891
19800	1273174052	81	926	0x200fdd13	4294948596	537910547
19830	1273180091	45	878	0x200f4fa1	4277526820	537874337
19860	1273186173	95	921	0x200f79ba	16676	537885114
19890	1273192252	76	996	0x200f00b9	63283	537854137
19920	1273198225	70	994	0x201054ca	4294937021	537941194
19950	1273204221	66	858	0x20101608	4294889713	537925128
19980	1273210305	58	839	0x200f9e16	4294955172	537894422
