nHeight	timeStamp	与每块标准出块时间差值	与每17块标准时间差值	nBits 16hex	每块难度差值	nBits
2010	1269411826	-9	-837	0x1a1ae81e	166357	437970974
2040	1269414929	-25	-768	0x1a1691b4	164609	437686708
2070	1269417998	-49	-844	0x1a130307	137947	437453575
2100	1269420724	-95	-1184	0x1a0fbdca	121843	437239242
2130	1269423880	-39	-684	0x1a0c9ff5	95885	437034997
2160	1269426573	-42	-1057	0x1a0a7607	83698	436893191
2190	1269429230	-88	-1052	0x1a0846fe	74721	436750078
2220	1269432471	-74	-784	0x1a06ea57	37659	436660823
2250	1269435387	-33	-940	0x1a05ab5c	45743	436579164
2280	1269438363	-98	-899	0x1a04a1c6	40049	436511174
2310	1269441576	-38	-748	0x1a03ff49	22516	436469577
2340	1269444342	-98	-1023	0x1a034b8f	23645	436423567
2370	1269447268	-98	-941	0x1a02aa40	19442	436382272
2400	1269450052	-84	-964	0x1a022198	19454	436347288
2430	1269452987	-29	-920	0x1a01c006	13382	436322310
2460	1269456076	-53	-719	0x1a017210	10424	436302352
2490	1269458972	-53	-989	0x1a013813	7057	436287507
2520	1269462308	-19	-600	0x1a0103d6	6415	436274134
2550	1269465041	-65	-977	0x1a00d4a9	6983	436262057
2580	1269468194	-33	-737	0x1a00b17b	3932	436253051
2610	1269470825	-89	-1119	0x1a008ffe	4815	436244478
2640	1269474013	-87	-791	0x1976e3a0	9019190	427221920
2670	1269476882	-50	-807	0x19608e65	861122	425758309
2700	1269479861	-13	-836	0x19501bb1	603620	424680369
2730	1269482905	-75	-841	0x19429a1d	470356	423795229
2760	1269485903	-4	-771	0x19375109	364841	423055625
2790	1269488830	-85	-862	0x192df675	312929	422442613
2820	1269491949	-50	-632	0x19257585	287375	421885317
2850	1269494725	-81	-942	0x191f3436	235286	421475382
2880	1269497681	-50	-798	0x19197f70	171416	421101424
2910	1269500887	-59	-834	0x1915a9ef	125610	420850159
2940	1269503980	-15	-779	0x1911d5db	133738	420599259
2970	1269507492	-36	-532	0x190fa8a1	77526	420456609
3000	1269510500	-20	-764	0x190d10d4	108734	420286676
3030	1269513684	-61	-625	0x190b18a0	70012	420157600
3060	1269516938	-47	-780	0x1909a916	49142	420063510
3090	1269519983	-55	-801	0x190804fb	56475	419955963
3120	1269522937	-55	-823	0x19069023	54472	419860515
3150	1269526084	-26	-889	0x19059930	38285	419797296
3180	1269528958	-74	-859	0x19048d53	37043	419728723
3210	1269531854	-65	-932	0x1903b9d1	30751	419674577
3240	1269535004	-37	-767	0x19031e9c	19067	419634844
3270	1269538143	-75	-784	0x1902a474	17040	419603572
3300	1269541124	-78	-846	0x190233ae	15526	419574702
3330	1269544031	-75	-858	0x1901c8d0	14432	419547344
3360	1269547143	-78	-836	0x19017f3a	10422	419528506
3390	1269549958	-3	-821	0x190132b5	11147	419508917
3420	1269552959	-13	-789	0x19010065	7482	419496037
3450	1269556135	-28	-615	0x1900d68f	5996	419485327
3480	1269559003	-90	-975	0x1900b42c	5099	419476524
3510	1269561801	-74	-829	0x1900904a	4715	419467338
3540	1269564612	-77	-1012	0x1876a389	9035742	410428297
3570	1269567657	-88	-769	0x1860a1b7	644112	408986039
3600	1269570628	-43	-1009	0x1850c35b	559806	407946075
3630	1269573566	-2	-833	0x18409606	571196	406885894
3660	1269576635	-74	-759	0x183695d2	372503	406230482
3690	1269579555	-99	-939	0x182d13b1	362876	405607345
3720	1269582746	-74	-773	0x182646e7	233238	405161703
3750	1269585887	-43	-784	0x182020c4	195532	404758724
3780	1269588970	-6	-887	0x181ae6a1	190615	404416161
3810	1269591961	-69	-863	0x181657dc	146085	404117468
3840	1269595116	-16	-804	0x1812bb62	125479	403880802
3870	1269598087	-34	-802	0x180f8803	109330	403671043
3900	1269601152	-35	-675	0x180cbfdb	99959	403488731
3930	1269604267	-4	-883	0x180ae167	72201	403366247
3960	1269607095	-79	-932	0x1808dc7e	79730	403233918
3990	1269610065	-32	-876	0x180748d7	59084	403130583
4020	1269612900	-65	-957	0x1805eda4	52289	403041700
4050	1269616060	-70	-712	0x1804efc3	33071	402976707
4080	1269619079	-5	-701	0x180405e7	38033	402916839
4110	1269622150	-30	-751	0x18037232	23829	402879026
4140	1269625265	-58	-715	0x1802e388	19544	402842504
4170	1269628262	-89	-818	0x1802702b	14404	402812971
4200	1269630820	-99	-1151	0x1801f015	18044	402780181
4230	1269634026	-66	-660	0x180193f6	10530	402756598
4260	1269637059	-23	-764	0x18015603	9285	402740739
4290	1269640105	-56	-869	0x18011f3d	6984	402726717
4320	1269642832	-86	-970	0x1800e5de	8146	402712030
4350	1269645697	-95	-835	0x1800b853	6229	402700371
4380	1269648454	-34	-1004	0x1800973f	5080	402691903
4410	1269651479	-23	-636	0x177a5136	8795591	393892150
4440	1269654932	-18	-506	0x176a45ea	539389	392840682
4470	1269657547	-13	-962	0x17554d2e	891534	391466286
4500	1269660536	-80	-710	0x17459f73	569788	390438771
4530	1269663759	-98	-771	0x173cc0e3	302368	389857507
4560	1269666968	-81	-758	0x1732c7de	303247	389203934
4590	1269669824	-16	-1001	0x1729d640	380359	388617792
4620	1269672944	-41	-619	0x17224e49	270598	388124233
4650	1269675817	-82	-949	0x171ccc34	233116	387763252
4680	1269678893	-83	-884	0x1717d57a	178337	387437946
4710	1269681892	-76	-814	0x1713b2d2	146645	387166930
4740	1269684811	-94	-944	0x17105f2f	130961	386948911
4770	1269687828	-48	-818	0x170d8496	90475	386761878
4800	1269690896	-74	-827	0x170b30d1	78761	386609361
4830	1269693811	-99	-926	0x17095079	67732	386486393
4860	1269696873	-68	-775	0x1707ab75	53942	386378613
4890	1269699821	-86	-874	0x170652d9	49417	386290393
4920	1269702780	-6	-876	0x170538f4	35623	386218228
4950	1269705653	-66	-1004	0x170450e6	32103	386158822
4980	1269708397	-80	-1080	0x170378f5	28413	386103541
5010	1269711299	-60	-1010	0x1702ce38	21164	386059832
5040	1269714417	-72	-846	0x17025bc7	14118	386030535
5070	1269717687	-24	-737	0x17020179	11605	386007417
5100	1269720747	-73	-791	0x1701b1cc	9215	385987020
5130	1269723486	-86	-911	0x17015897	12150	385964183
5160	1269726428	-84	-1044	0x17011fb6	7254	385949622
5190	1269729672	-18	-675	0x1700eb87	6562	385936263
5220	1269732824	-20	-762	0x1700ca7f	5697	385927807
5250	1269736027	-86	-704	0x1700aabb	4650	385919675
5280	1269738929	-13	-823	0x17008d2c	4423	385912108
5310	1269741904	-22	-765	0x1673a5ed	9231353	376677869
5340	1269745108	-36	-749	0x1662bafb	636363	375569147
5370	1269748274	-69	-800	0x165322dc	636688	374547164
5400	1269751289	-89	-863	0x16461197	449967	373690775
5430	1269754227	-11	-1021	0x163a65c4	413521	372925892
5460	1269757176	-23	-896	0x162ef0da	391866	372175066
5490	1269760225	-80	-935	0x1627ae30	252606	371699248
5520	1269763204	-18	-738	0x16202f7e	257763	371208062
5550	1269766480	-19	-797	0x161ba3ae	153899	370910126
5580	1269769547	-41	-809	0x161766d2	144313	370632402
5610	1269772633	-61	-913	0x1613a5bf	125478	370386367
5640	1269775731	-38	-718	0x1610160b	128012	370152971
5670	1269779169	-18	-669	0x160e36b7	59542	370030263
5700	1269782260	-51	-741	0x160bd8ec	90848	369875180
5730	1269785212	-12	-899	0x1609dc12	81228	369744914
5760	1269788242	-11	-833	0x160828f7	66002	369633527
5790	1269791139	-5	-811	0x1606b966	50416	369539430
5820	1269794164	-98	-815	0x16059934	39748	369465652
5850	1269797154	-3	-878	0x16049c0f	39771	369400847
5880	1269800029	-76	-863	0x1603cf97	25571	369348503
5910	1269803127	-76	-818	0x16032991	22704	369306001
5940	1269805894	-47	-942	0x16028aa1	22891	369265313
5970	1269808723	-12	-937	0x1602114a	17671	369234250
6000	1269811568	-33	-894	0x1601b00e	13118	369209358
6030	1269814521	-25	-906	0x160160ca	10740	369189066
6060	1269817290	-3	-938	0x16011c73	9307	369171571
6090	1269820363	-43	-918	0x1600ef06	6226	369159942
6120	1269823175	-51	-944	0x1600c227	5436	369148455
6150	1269826050	-6	-889	0x16009c97	5123	369138839
6180	1269828867	-13	-890	0x157e8c71	8520124	360615025
6210	1269831882	-40	-932	0x15697324	639191	359232292
6240	1269834975	-7	-790	0x15569d88	649216	357997960
6270	1269838032	-78	-811	0x154973d3	487084	357135315
6300	1269841105	-93	-880	0x153d06f8	467086	356321016
6330	1269844195	-68	-730	0x1532e094	379071	355655828
6360	1269847006	-82	-909	0x152982e6	353621	355042022
6390	1269850326	-12	-739	0x1523399e	223946	354630046
6420	1269853375	-87	-859	0x151de2dd	208742	354280157
6450	1269856322	-33	-824	0x15187a4e	202236	353925710
6480	1269859364	-21	-750	0x15148011	120423	353665041
6510	1269862323	-28	-879	0x1510e32a	130328	353428266
6540	1269865452	-94	-822	0x150e4b8e	81286	353258382
6570	1269868328	-62	-932	0x150b9232	95029	353079858
6600	1269871401	-68	-692	0x15098971	72560	352946545
6630	1269874566	-49	-765	0x15082c7f	47258	352857215
6660	1269877425	-91	-941	0x1506a495	59577	352756885
6690	1269880351	-73	-983	0x15058020	42583	352682016
6720	1269883229	-74	-959	0x15047fa8	34977	352616360
6750	1269886057	-55	-863	0x1503997d	30426	352557437
6780	1269889146	-20	-848	0x1502ff8d	20980	352518029
6810	1269892118	-54	-804	0x15027771	20790	352483185
6840	1269895070	-65	-713	0x150208bd	15191	352454845
6870	1269898018	-49	-939	0x1501b0c1	14104	352432321
6900	1269900965	-99	-856	0x150161b4	10254	352412084
6930	1269904104	-64	-615	0x1501276d	7627	352397165
6960	1269907196	-75	-846	0x1500f9a1	7000	352385441
6990	1269910196	-89	-882	0x1500d01b	5527	352374811
7020	1269913511	-8	-749	0x1500b07e	4330	352366718
7050	1269916542	-18	-825	0x1500942d	4328	352359469
7080	1269919395	-17	-850	0x1478dbbc	8891727	343464892
7110	1269922615	-40	-595	0x14659e26	614534	342203942
7140	1269925606	-12	-839	0x1454e5ad	658164	341108141
7170	1269928744	-60	-689	0x14478059	520767	340230233
7200	1269931818	-37	-676	0x143b98c7	391624	339450055
7230	1269934852	-80	-902	0x14326503	375486	338846979
7260	1269937783	-72	-936	0x142954f7	322175	338253047
7290	1269940716	-99	-1037	0x14224ccd	250970	337792205
7320	1269943654	-30	-1039	0x141c03b5	208032	337380277
7350	1269946571	-76	-913	0x1416ef8d	167920	337047437
7380	1269949440	-26	-801	0x1412662d	160286	336750125
7410	1269952406	-59	-1024	0x140f6d1e	112061	336555294
7440	1269955572	-74	-797	0x140cedd0	77910	336391632
7470	1269958414	-86	-1074	0x140ab20d	87351	336245261
7500	1269961624	-68	-613	0x1408cf49	60434	336121673
7530	1269964510	-73	-975	0x1407591e	57940	336025886
7560	1269967700	-33	-711	0x14062070	38787	335945840
7590	1269970770	-90	-803	0x1405288e	39735	335882382
7620	1269973541	-31	-991	0x140430a3	34792	335818915
7650	1269976322	-53	-855	0x14034f54	30727	335761236
7680	1269979569	-58	-597	0x1402cfa0	16691	335728544
7710	1269982451	-30	-838	0x14024d73	21486	335695219
7740	1269985532	-36	-788	0x1401f408	11265	335672328
7770	1269988584	-32	-803	0x14019ff1	11497	335650801
7800	1269991768	-44	-810	0x140161a7	7376	335634855
7830	1269994950	-38	-785	0x1401285f	8666	335620191
7860	1269997935	-71	-1044	0x1400fb5f	6691	335608671
7890	1270000971	-34	-727	0x1400cb29	6420	335596329
7920	1270003841	-5	-860	0x1400a75e	5538	335587166
7950	1270006761	-31	-937	0x14008a61	4232	335579745
7980	1270009730	-75	-956	0x13725986	833836	326261126
8010	1270012773	-36	-644	0x135def17	595795	324923159
8040	1270015793	-91	-938	0x134fbdc1	510039	323993025
8070	1270018686	-62	-955	0x13406135	527361	322986293
8100	1270021811	-7	-833	0x1335d9ec	383219	322296300
8130	1270024690	-53	-855	0x132c2a47	344663	321661511
8160	1270027618	-12	-798	0x1323ff13	305078	321126163
8190	1270030698	-40	-800	0x131e2ec7	183552	320745159
8220	1270033866	-37	-916	0x1319b42e	148861	320451630
8250	1270037150	-16	-616	0x13156d02	147164	320171266
8280	1270040159	-47	-819	0x13123dfd	133790	319962621
8310	1270043068	-53	-915	0x130ef760	126069	319747936
8340	1270046153	-19	-800	0x130c8466	77220	319587430
8370	1270049200	-66	-791	0x130a6645	77109	319448645
8400	1270052177	-9	-813	0x1308868a	65785	319325834
8430	1270055113	-11	-916	0x13070599	59143	319227289
8460	1270058224	-92	-788	0x130609e2	30474	319162850
8490	1270061123	-48	-927	0x1304e1c6	34776	319087046
8520	1270064179	-65	-918	0x13041422	26841	319034402
8550	1270067382	-93	-693	0x13036ade	20570	318991070
8580	1270070417	-13	-860	0x1302db1f	21440	318954271
8610	1270073432	-86	-713	0x13025d85	15277	318922117
8640	1270076430	-30	-710	0x1301f3b8	15191	318895032
8670	1270079450	-50	-844	0x13019f79	12282	318873465
8700	1270082266	-49	-837	0x13015255	11540	318853717
8730	1270085471	-77	-778	0x13011eb5	7083	318840501
8760	1270088551	-49	-840	0x1300f270	5782	318829168
8790	1270091485	-71	-942	0x1300c7bc	5903	318818236
8820	1270094691	-42	-609	0x1300a4a2	4353	318809250
8850	1270097715	-74	-948	0x13008c48	3943	318803016
8880	1270100665	-51	-934	0x1273b717	9226631	309573399
8910	1270103591	-5	-894	0x125d9816	798018	308123670
8940	1270106839	-56	-693	0x1250661e	391253	307258910
8970	1270109804	-53	-1107	0x12437228	487200	306410024
9000	1270112745	-10	-702	0x1235e526	441962	305521958
9030	1270115552	-53	-808	0x122bf8a1	372924	304871585
9060	1270118598	-5	-862	0x1224ebb0	225620	304409520
9090	1270121528	-5	-775	0x121e4865	211763	303974501
9120	1270124595	-55	-881	0x12195ae4	156983	303651556
9150	1270127822	-80	-694	0x12153194	148131	303378836
9180	1270130711	-52	-986	0x1211baf4	148787	303151860
9210	1270133630	-87	-844	0x120e9632	84722	302945842
9240	1270136668	-62	-899	0x120c02e0	88341	302777056
9270	1270139584	-31	-952	0x1209d70d	84011	302634765
9300	1270142343	-84	-1094	0x12080a33	65028	302516787
9330	1270145505	-98	-706	0x12069ef8	42656	302423800
9360	1270148472	-65	-894	0x12058f6d	38748	302354285
9390	1270151399	-3	-882	0x1204843e	36356	302285886
9420	1270154454	-10	-660	0x1203b4dd	26533	302232797
9450	1270157402	0	-821	0x120313fe	23761	302191614
9480	1270160222	-29	-991	0x12028852	21155	302155858
9510	1270163329	-39	-846	0x120218dd	13830	302127325
9540	1270166485	-10	-802	0x1201c431	11956	302105649
9570	1270169327	-11	-857	0x1201710a	12581	302084362
9600	1270172340	-79	-877	0x1201343e	7907	302068798
9630	1270175073	-27	-1037	0x1200f822	8095	302053410
9660	1270177940	-19	-834	0x1200ca0e	5434	302041614
9690	1270180815	-2	-922	0x1200a34a	4945	302031690
9720	1270183919	-63	-791	0x1200883d	3287	302024765
9750	1270187021	-43	-909	0x117384ee	749816	292783342
9780	1270190126	-98	-700	0x115fe380	557895	291496832
9810	1270192913	-50	-940	0x114dee23	640342	290319907
9840	1270195957	0	-778	0x11401554	478854	289412436
9870	1270198950	-51	-897	0x11359d9f	377807	288726431
9900	1270201919	-62	-1070	0x112cb7bb	320449	288143291
9930	1270204991	-86	-763	0x1124d4dd	266103	287626461
9960	1270208061	-61	-924	0x111f07f6	211877	287246326
9990	1270210908	-96	-934	0x111954e6	201791	286872806
10020	1270214080	-8	-786	0x11150649	151894	286590537
10050	1270217172	-28	-723	0x1111ade5	109591	286371301
10080	1270220259	-22	-687	0x110e868d	127870	286164621
10110	1270223206	-95	-970	0x110c525f	97638	286020191
10140	1270226347	-59	-852	0x110a6d7b	67530	285896059
10170	1270229494	-21	-859	0x1108a90e	60633	285780238
10200	1270232776	-32	-681	0x110781bf	36077	285704639
10230	1270235684	-55	-832	0x11061c3f	48841	285613119
10260	1270238285	-54	-1116	0x1104e567	50614	285533543
10290	1270241204	-71	-1061	0x1103f938	31249	285473080
10320	1270244375	-29	-737	0x110350e7	21818	285429991
10350	1270247526	-79	-792	0x1102d677	16171	285398647
10380	1270250649	-31	-723	0x11025a01	16785	285366785
10410	1270253661	-85	-973	0x1101fe4b	14393	285343307
10440	1270256855	-79	-596	0x1101a363	11926	285320035
10470	1270259911	-87	-871	0x110165ab	9525	285304235
10500	1270263100	-72	-679	0x11012b52	8178	285289298
10530	1270266353	-32	-723	0x1100ffc2	6669	285278146
10560	1270269386	-11	-656	0x1100d6c0	5697	285267648
10590	1270272596	-1	-749	0x1100b6bc	4447	285259452
10620	1270275397	-46	-850	0x110094cd	4798	285250765
10650	1270278626	-77	-744	0x107f942b	8451258	276796459
10680	1270281707	-59	-794	0x10698c28	771011	275352616
10710	1270284803	-34	-792	0x1058d268	589852	274256488
10740	1270287787	-98	-882	0x10495d67	557885	273243495
10770	1270290813	-69	-898	0x103d3dc0	477405	272448960
10800	1270293923	-99	-855	0x1033aeb7	334186	271822519
10830	1270296856	-35	-910	0x102a4499	342588	271205529
10860	1270299641	-48	-910	0x1021e87a	301649	270657658
10890	1270302343	-97	-884	0x101b1309	235098	270209801
10920	1270305206	-72	-925	0x1016257a	186708	269886842
10950	1270308366	-81	-810	0x1012775f	133012	269645663
10980	1270311318	-73	-884	0x100f57af	124641	269440943
11010	1270314535	-55	-721	0x100d0cfe	70701	269290750
11040	1270317356	-25	-834	0x100a82d8	88053	269124312
11070	1270320359	-56	-811	0x1008d737	54438	269014839
11100	1270323229	-87	-820	0x1007235b	54318	268903259
11130	1270326483	-32	-699	0x1005ffaf	41810	268828591
11160	1270329519	-41	-771	0x10050561	37977	268764513
11190	1270332402	-78	-839	0x1004293c	32059	268708156
11220	1270335393	-72	-842	0x10036da5	25149	268660133
11250	1270338284	-90	-808	0x1002c4fb	23100	268616955
11280	1270341489	-7	-749	0x1002582d	14536	268589101
11310	1270344460	-19	-905	0x1001f7cf	14845	268564431
11340	1270347473	-1	-879	0x10019dd8	13141	268541400
11370	1270350505	-94	-933	0x10015e5e	7860	268525150
11400	1270353575	-49	-844	0x100123ba	7457	268510138
11430	1270356442	-48	-973	0x1000edd3	7537	268496339
11460	1270359660	-17	-670	0x1000c6cf	4451	268486351
11490	1270362464	-13	-985	0x1000a1cc	5698	268476876
11520	1270365321	-52	-1038	0x100085fd	4269	268469757
11550	1270368251	-19	-983	0x0f6c9808	836582	258775048
11580	1270371136	-22	-867	0x0f586396	726383	257450902
11610	1270374052	-54	-978	0x0f489817	576888	256415767
11640	1270377167	-73	-826	0x0f3cd611	390743	255645201
11670	1270379984	-10	-935	0x0f3142a5	417965	254886565
11700	1270383058	-72	-826	0x0f29a89e	241748	254388382
11730	1270386016	-98	-994	0x0f2266e7	238259	253912807
11760	1270389059	-16	-800	0x0f1c1472	220612	253498482
11790	1270392167	-29	-755	0x0f17753e	157798	253195582
11820	1270395255	-3	-761	0x0f1391d8	160138	252940760
11850	1270398240	-27	-758	0x0f103534	132741	252720436
11880	1270401241	-43	-682	0x0f0d99ef	94528	252549615
11910	1270404220	-40	-775	0x0f0b242f	88791	252388399
11940	1270407369	-11	-637	0x0f095308	66707	252269320
11970	1270410324	-11	-840	0x0f07bda6	60998	252165542
12000	1270413210	-51	-697	0x0f064b8b	53634	252070795
12030	1270416157	-79	-1021	0x0f055193	40596	252006803
12060	1270419056	-59	-844	0x0f044f51	34162	251940689
12090	1270422170	-61	-762	0x0f039a4f	22399	251894351
12120	1270425159	-89	-812	0x0f02fbf8	21583	251853816
12150	1270428076	-66	-890	0x0f027673	17530	251819635
12180	1270431211	-13	-653	0x0f0206d8	14344	251791064
12210	1270434287	-68	-936	0x0f01b951	12812	251771217
12240	1270437157	-56	-885	0x0f016747	11640	251750215
12270	1270440191	-13	-885	0x0f012711	9634	251733777
12300	1270443314	-55	-772	0x0f00f95f	6481	251722079
12330	1270446226	-13	-838	0x0f00cb8e	7108	251710350
12360	1270449384	-78	-705	0x0f00ac7a	4278	251702394
12390	1270452374	-5	-859	0x0f00911a	3775	251695386
12420	1270455367	-75	-989	0x0e779c61	8972268	242719841
12450	1270458600	-6	-716	0x0e642090	657426	241442960
12480	1270461607	-50	-783	0x0e542fb4	569945	240398260
12510	1270464400	-79	-1003	0x0e449b18	604897	239377176
12540	1270467336	-41	-889	0x0e386d35	382718	238578997
12570	1270470512	-65	-821	0x0e2f1ccb	300198	237968587
12600	1270473525	-40	-844	0x0e275724	278786	237459236
12630	1270476467	-41	-756	0x0e203403	213821	236991491
12660	1270479344	-97	-1008	0x0e1ab7be	194675	236631998
12690	1270482675	-31	-493	0x0e162731	142544	236332849
12720	1270485591	-52	-965	0x0e12dc49	140236	236117065
12750	1270488845	-18	-814	0x0e0ff39f	92499	235926431
12780	1270491901	-3	-862	0x0e0d5e82	92429	235757186
12810	1270494627	-80	-1058	0x0e0ad4d3	87175	235590867
12840	1270498001	-14	-824	0x0e094c82	41251	235490434
12870	1270501118	0	-762	0x0e07bbd4	52451	235387860
12900	1270504244	-28	-678	0x0e06759b	41196	235304347
12930	1270507103	-1	-808	0x0e0547d9	44171	235227097
12960	1270510134	-28	-832	0x0e045db6	34890	235167158
12990	1270513286	-89	-788	0x0e03bb42	22134	235125570
13020	1270516191	-10	-937	0x0e031313	22888	235082515
13050	1270518787	-43	-1015	0x0e026a4f	24302	235039311
13080	1270521303	-40	-1095	0x0e01ea73	16462	235006579
13110	1270524208	-34	-964	0x0e018c5f	11669	234982495
13140	1270527170	-36	-776	0x0e013eb7	10089	234962615
13170	1270529753	-92	-1129	0x0e010269	9299	234947177
13200	1270532824	-76	-837	0x0e00d5ec	4563	234935788
13230	1270535879	-37	-706	0x0e00aea3	4892	234925731
13260	1270538589	-43	-1037	0x0e008e72	4973	234917490
13290	1270541843	-76	-604	0x0d76feb1	9012214	225902257
13320	1270544963	-4	-749	0x0d65219c	610075	224731548
13350	1270547945	-46	-795	0x0d5401bd	594783	223609277
13380	1270550918	-94	-755	0x0d44ef2d	469855	222621485
13410	1270553728	-71	-1090	0x0d38d076	447509	221827190
13440	1270556739	-7	-778	0x0d2e29bd	341918	221129149
13470	1270559817	-87	-882	0x0d26d8f3	257616	220649715
13500	1270562749	-49	-919	0x0d202fb3	237063	220213171
13530	1270565656	-33	-690	0x0d19eebe	194351	219803326
13560	1270568782	-38	-765	0x0d15bcf8	170490	219528440
13590	1270571829	-5	-915	0x0d125232	126857	219304498
13620	1270574878	-27	-859	0x0d0f3df8	111171	219102712
13650	1270578067	-33	-721	0x0d0ccb92	85458	218942354
13680	1270581036	-21	-747	0x0d0a85df	84562	218793439
13710	1270584015	-10	-900	0x0d08d200	66617	218681856
13740	1270586858	-82	-915	0x0d073c11	52409	218577937
13770	1270589834	-54	-765	0x0d05df18	47344	218488600
13800	1270592774	-57	-934	0x0d04e7b9	38172	218425273
13830	1270595594	-18	-863	0x0d03f177	32896	218362231
13860	1270598562	-33	-852	0x0d033fa2	25207	218316706
13890	1270601498	-73	-1030	0x0d02b15c	21057	218280284
13920	1270604441	-83	-834	0x0d022f88	17749	218247048
13950	1270607177	-75	-973	0x0d01c4f3	15363	218219763
13980	1270610188	-83	-844	0x0d017387	12276	218198919
14010	1270613168	-49	-1006	0x0d013900	8260	218183936
14040	1270616100	-41	-864	0x0d00fe44	6739	218168900
14070	1270618965	-70	-997	0x0d00cdf5	6275	218156533
14100	1270621992	-35	-682	0x0d00a7d7	5329	218146775
14130	1270625136	-47	-890	0x0d0091fd	3112	218141181
14160	1270628078	-99	-747	0x0c74f53b	9146115	208991547
14190	1270631143	-38	-871	0x0c64136b	694043	207885163
14220	1270634272	-34	-871	0x0c53a0c5	543496	206807237
14250	1270637192	-44	-814	0x0c44c962	490261	205834594
14280	1270640409	-11	-882	0x0c3a40f8	321209	205144312
14310	1270643484	-30	-858	0x0c30b894	313246	204519572
14340	1270646638	-35	-878	0x0c291360	234738	204018528
