nHeight	timeStamp	与每块标准出块时间差值	与每17块标准时间差值	nBits 16hex	每块难度差值	nBits
1950	1269357006	-90	-1323	0x1744b9cf	1280914	390379983
1980	1269359386	-51	-1214	0x172d859a	736588	388859290
2010	1269361630	-61	-1226	0x171cf65e	560098	387774046
2040	1269363819	-98	-1381	0x17131820	345354	387127328
2070	1269366090	-75	-1310	0x170c2bf6	219010	386673654
2100	1269368191	-100	-1346	0x1707acaa	155042	386378922
2130	1269370426	-90	-1314	0x1704ed59	91302	386198873
2160	1269372679	-83	-1341	0x1703308e	59752	386085006
2190	1269374876	-58	-1344	0x17020e48	37166	386010696
2220	1269377164	-68	-1193	0x17015099	23314	385962137
2250	1269379434	-73	-1215	0x1700d977	15960	385931639
2280	1269381747	-74	-1268	0x170090df	9700	385913055
2310	1269383968	-53	-1320	0x165c2bc8	1888527	375139272
2340	1269386158	-81	-1316	0x163b047c	1157955	372966524
2370	1269388447	-56	-1212	0x1625d3c8	720882	371577800
2400	1269390724	-64	-1296	0x1619357e	450035	370750846
2430	1269393009	-77	-1227	0x16101994	305639	370153876
2460	1269395307	-64	-1304	0x160a985b	197097	369793115
2490	1269397578	-76	-1247	0x1606f728	116967	369555240
2520	1269399894	-53	-1224	0x16047b3c	79278	369392444
2550	1269402097	-82	-1266	0x1602e8a6	54558	369289382
2580	1269404342	-69	-1300	0x1601e056	34276	369221718
2610	1269406704	-62	-1200	0x16013a5a	22541	369179226
2640	1269408863	-92	-1317	0x1600cb2b	14965	369150763
2670	1269411087	-70	-1322	0x1600827a	9348	369132154
2700	1269413168	-76	-1416	0x15525a86	1607308	357718662
2730	1269415559	-67	-1238	0x1535827a	911993	355828346
2760	1269417742	-52	-1282	0x15222721	662692	354559777
2790	1269419984	-100	-1233	0x15162528	404577	353772840
2820	1269422255	-61	-1175	0x150e3b5e	267453	353254238
2850	1269424352	-90	-1334	0x150917af	182789	352917423
2880	1269426548	-92	-1311	0x1505d12b	109873	352702763
2910	1269428768	-59	-1281	0x1503b8d0	69636	352565456
2940	1269430914	-59	-1313	0x15025c16	45850	352476182
2970	1269433130	-63	-1318	0x15017fc7	29781	352419783
3000	1269435259	-95	-1414	0x1500f86a	17920	352385130
3030	1269437384	-70	-1383	0x15009b99	11726	352361369
3060	1269439825	-70	-1118	0x1465112f	1704706	342167855
3090	1269442132	-86	-1325	0x144444ac	1132073	340018348
3120	1269444380	-55	-1199	0x142ac7dd	828815	338347997
3150	1269446724	-69	-1277	0x141c6c17	516425	337406999
3180	1269449050	-90	-1254	0x1412ca09	343952	336775689
3210	1269451427	-65	-1207	0x140c821c	202408	336364060
3240	1269453657	-69	-1353	0x140827ec	150507	336078828
3270	1269455813	-54	-1335	0x14051ecc	102258	335879884
3300	1269458142	-88	-1210	0x14035525	59484	335762725
3330	1269460309	-85	-1317	0x14022481	41566	335684737
3360	1269462503	-69	-1324	0x14015e10	26507	335633936
3390	1269464862	-92	-1280	0x1400e8e6	14986	335603942
3420	1269467023	-72	-1287	0x14009260	11295	335581792
3450	1269469121	-85	-1356	0x135c39f6	1887612	324811254
3480	1269471277	-93	-1297	0x133a8d2f	1120463	322604335
3510	1269473629	-73	-1273	0x13266859	674307	321284185
3540	1269475834	-80	-1263	0x13189788	458521	320378760
3570	1269478218	-82	-1240	0x13105889	281060	319838345
3600	1269480357	-96	-1416	0x130a7bc7	203863	319454151
3630	1269482751	-63	-1184	0x1306c823	116165	319211555
3660	1269485020	-56	-1328	0x130477df	86239	319059935
3690	1269487262	-90	-1239	0x1302e1f5	53043	318956021
3720	1269489475	-79	-1315	0x1301d9bf	35695	318888383
3750	1269491689	-88	-1356	0x13013223	23250	318845475
3780	1269493983	-72	-1209	0x1300c585	13960	318817669
3810	1269496172	-57	-1273	0x127ea44d	8519668	310289485
3840	1269498472	-90	-1241	0x1252b738	1422397	307410744
3870	1269500804	-84	-1280	0x12363850	977819	305543248
3900	1269503121	-74	-1263	0x122389e4	628791	304318948
3930	1269505269	-66	-1393	0x1216b7d1	449580	303478737
3960	1269507438	-93	-1280	0x120e613d	276082	302932285
3990	1269509713	-72	-1275	0x120955a0	171316	302601632
4020	1269511932	-56	-1324	0x12060348	115732	302383944
4050	1269514139	-81	-1283	0x1203d9b7	69613	302242231
4080	1269516408	-69	-1260	0x12027774	47015	302151540
4110	1269518744	-64	-1243	0x1201a211	28673	302096913
4140	1269521063	-69	-1264	0x120112d4	18891	302060244
4170	1269523381	-56	-1155	0x1200b222	12670	302035490
4200	1269525658	-52	-1262	0x117475a5	9183324	292844965
4230	1269527946	-98	-1250	0x114c69eb	1354358	290220523
4260	1269530294	-93	-1307	0x11323e4e	904918	288505422
4290	1269532462	-73	-1319	0x112046c5	616335	287327941
4320	1269534593	-91	-1400	0x11146471	399938	286549105
4350	1269536783	-85	-1353	0x110d026e	250925	286065262
4380	1269539041	-78	-1314	0x11085da2	157689	285760930
4410	1269541280	-82	-1330	0x11056ba4	99974	285567908
4440	1269543450	-91	-1285	0x110368dd	69067	285436125
4470	1269545651	-65	-1284	0x110234a3	41440	285357219
4500	1269547876	-55	-1234	0x11016949	25731	285305161
4530	1269550053	-50	-1269	0x1100e690	16719	285271696
4560	1269552285	-79	-1249	0x110092ac	11302	285250220
4590	1269554588	-66	-1258	0x1060672d	1715110	274753325
4620	1269556841	-81	-1271	0x103f222b	1112277	272572971
4650	1269559118	-53	-1267	0x10289584	762009	271095172
4680	1269561342	-69	-1193	0x1019deea	500790	270130922
4710	1269563597	-74	-1290	0x1010f74e	314919	269547342
4740	1269565791	-82	-1269	0x100aee56	196149	269151830
4770	1269568002	-99	-1341	0x1007061e	129982	268895774
4800	1269570256	-72	-1282	0x10047b5d	85687	268729181
4830	1269572575	-71	-1282	0x1002f82b	51030	268630059
4860	1269574872	-95	-1170	0x1001e56f	36676	268559727
4890	1269577146	-99	-1263	0x10013f99	23014	268517273
4920	1269579407	-53	-1266	0x1000cf67	14442	268488551
4950	1269581722	-73	-1269	0x1000870d	9631	268470029
4980	1269584042	-97	-1161	0x0f58bd2b	1509068	257473835
5010	1269586374	-77	-1204	0x0f3a87fb	1026396	255494139
5040	1269588659	-58	-1257	0x0f260f03	709557	254152451
5070	1269590952	-82	-1181	0x0f18b8d3	443010	253278419
5100	1269593276	-70	-1262	0x0f106373	289702	252732275
5130	1269595624	-72	-1147	0x0f0aadc7	185850	252358087
5160	1269598036	-69	-1178	0x0f071e09	122457	252124681
5190	1269600297	-98	-1295	0x0f04abf8	85671	251964408
5220	1269602627	-54	-1275	0x0f030dc2	55594	251858370
5250	1269604832	-88	-1317	0x0f01fa60	37525	251787872
5280	1269607082	-73	-1271	0x0f0144d7	23891	251741399
5310	1269609291	-73	-1317	0x0f00d11e	15537	251711774
5340	1269611613	-53	-1210	0x0f00884d	9181	251693133
5370	1269613926	-60	-1258	0x0e598f96	1592631	240750486
5400	1269616117	-54	-1346	0x0e398e18	1100617	238652952
5430	1269618417	-74	-1303	0x0e2550b6	669244	237326518
5460	1269620516	-93	-1406	0x0e17c098	475914	236437656
5490	1269622844	-65	-1298	0x0e0f8199	260094	235897241
5520	1269625070	-69	-1285	0x0e09e5b2	188498	235529650
5550	1269627513	-68	-1165	0x0e069c37	106566	235314231
5580	1269629668	-93	-1384	0x0e044aac	80769	235162284
5610	1269631860	-91	-1313	0x0e02b81d	51715	235059229
5640	1269634003	-75	-1339	0x0e01b7b9	33683	234993593
5670	1269636416	-75	-1076	0x0e011dd5	19498	234954197
5700	1269638596	-66	-1267	0x0e00baff	13579	234928895
5730	1269640861	-61	-1264	0x0d781953	8945814	225974611
5760	1269642959	-100	-1436	0x0d4d44ab	1444174	223167659
5790	1269645199	-52	-1294	0x0d30c806	932784	221300742
5820	1269647327	-99	-1387	0x0d1f2621	619090	220145185
5850	1269649641	-51	-1212	0x0d13f85e	360275	219412574
5880	1269651931	-61	-1221	0x0d0d211a	230912	218964250
5910	1269654208	-94	-1226	0x0d087a92	159840	218659474
5940	1269656534	-80	-1263	0x0d05a2f0	97721	218473200
5970	1269658792	-76	-1309	0x0d03a59e	65673	218342814
6000	1269661100	-50	-1238	0x0d025d2d	42816	218258733
6030	1269663309	-61	-1337	0x0d0189ec	27279	218204652
6060	1269665564	-65	-1325	0x0d00fe63	17780	218168931
6090	1269667915	-54	-1157	0x0d00a52b	11168	218146091
6120	1269670081	-75	-1311	0x0c6aaeca	9820733	208318154
6150	1269672256	-94	-1330	0x0c43e654	1287208	205776468
6180	1269674397	-97	-1403	0x0c2b506b	831314	204165227
6210	1269676696	-74	-1328	0x0c1c055a	490786	203162970
6240	1269679077	-71	-1177	0x0c128350	302425	202539856
6270	1269681370	-73	-1176	0x0c0bf380	219981	202109824
6300	1269683573	-89	-1297	0x0c07cb38	143696	201837368
6330	1269685876	-63	-1217	0x0c050de2	86792	201657826
6360	1269688063	-72	-1353	0x0c033dfa	62177	201539066
6390	1269690402	-55	-1222	0x0c021b82	39149	201464706
6420	1269692604	-70	-1230	0x0c015a6b	25891	201415275
6450	1269694897	-95	-1326	0x0c00e551	15019	201385297
6480	1269697133	-60	-1299	0x0c009151	10988	201363793
6510	1269699376	-78	-1282	0x0b5eced9	1753614	190762713
6540	1269701640	-51	-1290	0x0b3d7a67	1099460	188578407
6570	1269703892	-96	-1282	0x0b27a18b	695604	187146635
6600	1269705999	-77	-1300	0x0b18bf9b	516793	186171291
6630	1269708255	-52	-1306	0x0b100736	307974	185599798
6660	1269710553	-65	-1291	0x0b0a780f	186234	185235471
6690	1269712863	-69	-1248	0x0b06de82	121690	184999554
6720	1269714998	-62	-1324	0x0b045cbe	87823	184835262
6750	1269717278	-87	-1287	0x0b02d221	51922	184734241
6780	1269719514	-74	-1197	0x0b01ce12	35100	184667666
6810	1269721717	-51	-1324	0x0b012cd6	21550	184626390
6840	1269723889	-84	-1334	0x0b00bf35	14011	184598325
6870	1269726151	-97	-1253	0x0a7a7c2d	8790456	175799341
6900	1269728440	-64	-1274	0x0a5095db	1436549	173053403
6930	1269730726	-61	-1278	0x0a344c21	927635	171199521
6960	1269732910	-51	-1313	0x0a2167f8	645009	169961464
6990	1269735388	-75	-1097	0x0a164481	352539	169231489
7020	1269737557	-62	-1271	0x0a0e6450	270551	168715344
7050	1269739872	-58	-1241	0x0a0949a5	170221	168380837
7080	1269742088	-94	-1306	0x0a061602	110395	168171010
7110	1269744238	-75	-1326	0x0a03d40b	76361	168023051
7140	1269746441	-75	-1283	0x0a027203	47664	167932419
7170	1269748654	-99	-1316	0x0a0196ee	28813	167876334
7200	1269750910	-93	-1300	0x0a01068b	17752	167839371
7230	1269753102	-53	-1347	0x0a00a675	12627	167814773
7260	1269755416	-68	-1208	0x096cb622	9687847	158119458
7290	1269757662	-77	-1222	0x094632b6	1274500	155595446
7320	1269759855	-64	-1275	0x092cf503	837614	153941251
7350	1269762174	-55	-1222	0x091d4cfc	516825	152915196
7380	1269764528	-61	-1201	0x09136876	329315	152266870
7410	1269766594	-97	-1408	0x090c47a5	250444	151799717
7440	1269768940	-92	-1191	0x0907db5b	147683	151509851
7470	1269771075	-73	-1306	0x0905116f	96375	151327087
7500	1269773527	-52	-1124	0x09035266	59229	151212646
7530	1269775755	-72	-1252	0x09022c8a	40969	151137418
7560	1269778056	-69	-1271	0x09016c11	26097	151088145
7590	1269780351	-62	-1269	0x0900ee9f	16767	151056031
7620	1269782627	-78	-1260	0x09009b4a	10984	151034698
7650	1269784959	-98	-1231	0x0865b17f	10146007	140882303
7680	1269787140	-64	-1304	0x0840e8b5	1284835	138471605
7710	1269789350	-76	-1228	0x082964a3	803490	136930467
7740	1269791636	-71	-1274	0x081b7a5c	468826	136018524
7770	1269793882	-69	-1276	0x08119940	324742	135371072
7800	1269796144	-95	-1288	0x080b7e50	194978	134970960
7830	1269798544	-85	-1148	0x08078a6e	129281	134711918
7860	1269800839	-77	-1248	0x0804f3bc	89648	134542268
7890	1269803039	-53	-1242	0x08032c1e	61353	134425630
7920	1269805233	-51	-1347	0x0802061f	39258	134350367
7950	1269807522	-57	-1179	0x08014cba	23973	134302906
7980	1269809790	-87	-1333	0x0800dbe4	15444	134274020
8010	1269812065	-93	-1233	0x08008dbb	10185	134254011
8040	1269814362	-62	-1235	0x075cab8e	1691639	123513742
8070	1269816580	-89	-1201	0x073b3d23	1129415	121322787
8100	1269818923	-65	-1271	0x072717f8	699357	120002552
8130	1269821023	-75	-1355	0x07191c89	482591	119086217
8160	1269823313	-78	-1292	0x07101ef7	289175	118497015
8190	1269825486	-87	-1313	0x070a4bf5	199082	118115317
8220	1269827723	-91	-1289	0x0706a4d4	119731	117875924
8250	1269830054	-61	-1218	0x07045590	74806	117724560
8280	1269832289	-95	-1366	0x0702d392	51207	117625746
8310	1269834574	-88	-1186	0x0701d075	30774	117559413
8340	1269836902	-54	-1315	0x070131e9	21252	117518825
8370	1269839141	-89	-1241	0x0700c551	14132	117491025
8400	1269841286	-62	-1311	0x067d0c46	8624026	108858438
8430	1269843648	-50	-1195	0x0651a024	1480484	106012708
8460	1269845899	-54	-1267	0x06357cb4	989301	104168628
8490	1269848124	-63	-1301	0x0622787f	632653	102922367
8520	1269850308	-75	-1294	0x06164056	402646	102121558
8550	1269852388	-92	-1345	0x060dd665	276582	101570149
8580	1269854676	-83	-1259	0x0608f598	158435	101250456
8610	1269856991	-67	-1238	0x0605d158	102536	101044568
8640	1269859179	-99	-1301	0x0603c6d1	72538	100910801
8670	1269861496	-70	-1225	0x06026fca	44620	100822986
8700	1269863672	-57	-1296	0x06018fcf	30231	100765647
8730	1269866020	-95	-1290	0x06010915	17032	100731157
8760	1269868380	-69	-1233	0x0600ad31	11489	100707633
8790	1269870578	-100	-1280	0x056fa84f	9496580	91203663
8820	1269872798	-63	-1337	0x0548004a	1352620	88604746
8850	1269875092	-53	-1152	0x052e3284	849995	86913668
8880	1269877384	-92	-1292	0x051ea512	532887	85894418
8910	1269879765	-64	-1219	0x05140ca3	343325	85200035
8940	1269882007	-67	-1209	0x050cea0b	250981	84732427
8970	1269884197	-72	-1348	0x05085f42	165197	84434754
9000	1269886401	-78	-1268	0x05055133	103563	84234547
9030	1269888728	-73	-1194	0x05038021	59086	84115489
9060	1269891131	-72	-1139	0x05025040	39318	84037696
9090	1269893441	-83	-1237	0x05018442	28189	83985474
9120	1269895809	-57	-1214	0x0500ff7b	17776	83951483
9150	1269898114	-67	-1271	0x0500aabb	11264	83929787
9180	1269900372	-95	-1314	0x046e0bb9	9601314	74320825
9210	1269902617	-61	-1266	0x044663b7	1321836	71721911
9240	1269904866	-52	-1232	0x042dfc8e	796250	70122638
9270	1269907158	-88	-1266	0x041df2d1	528066	69071569
9300	1269909368	-66	-1318	0x0413437a	355696	68371322
9330	1269911568	-80	-1276	0x040c4dd4	233212	67915220
9360	1269913847	-68	-1259	0x040808e8	138756	67635432
9390	1269916125	-63	-1245	0x04052b15	93614	67447573
9420	1269918361	-92	-1291	0x04035e9c	61021	67329692
9450	1269920543	-92	-1317	0x0402241e	41320	67249182
9480	1269922725	-91	-1340	0x04015d36	27449	67198262
9510	1269924980	-84	-1293	0x0400e1ab	16455	67166635
9540	1269927129	-70	-1311	0x04008e7d	11148	67145341
9570	1269929299	-87	-1281	0x035b03ec	1696192	56296428
9600	1269931667	-93	-1204	0x033b7ab8	1081312	54229688
9630	1269933976	-68	-1233	0x032727dd	674755	52897757
9660	1269936231	-62	-1172	0x0318fc0e	462418	51969038
9690	1269938480	-97	-1285	0x03107663	297277	51410531
9720	1269940613	-76	-1395	0x030a5bb0	207514	51010480
9750	1269942864	-71	-1315	0x0306a180	120401	50766208
9780	1269945061	-69	-1317	0x03042366	81594	50602854
9810	1269947221	-53	-1309	0x03029dd7	51121	50503127
9840	1269949438	-66	-1335	0x0301a190	33405	50438544
9870	1269951662	-71	-1329	0x030104fa	20043	50398458
9900	1269953911	-76	-1327	0x03009b76	13890	50371446
9930	1269956237	-80	-1210	0x02586600	2148864	39347712
9960	1269958493	-99	-1242	0x022b6100	1730304	36397312
9990	1269960694	-70	-1293	0x02116200	1150464	34693632
10020	1269962992	-64	-1239	0x00000000	34119680	0
10050	1269965241	-55	-1263	0x00000000	0	0
10080	1269967446	-91	-1277	0x00000000	0	0
10110	1269969734	-99	-1273	0x00000000	0	0
10140	1269971961	-70	-1347	0x00000000	0	0
10170	1269974183	-93	-1270	0x00000000	0	0
10200	1269976418	-58	-1185	0x00000000	0	0
10230	1269978723	-56	-1243	0x00000000	0	0
10260	1269981033	-66	-1237	0x00000000	0	0
10290	1269983195	-88	-1355	0x00000000	0	0
10320	1269985156	-54	-1385	0x00000000	0	0
10350	1269987327	-75	-1260	0x00000000	0	0
10380	1269989678	-59	-1209	0x00000000	0	0
10410	1269991757	-52	-1395	0x00000000	0	0
10440	1269993999	-89	-1295	0x00000000	0	0
10470	1269996288	-72	-1203	0x00000000	0	0
10500	1269998584	-99	-1253	0x00000000	0	0
10530	1270000790	-65	-1311	0x00000000	0	0
10560	1270003078	-79	-1237	0x00000000	0	0
10590	1270005224	-79	-1287	0x00000000	0	0
10620	1270007353	-65	-1320	0x00000000	0	0
10650	1270009575	-55	-1248	0x00000000	0	0
10680	1270011690	-62	-1396	0x00000000	0	0
10710	1270013902	-93	-1239	0x00000000	0	0
10740	1270016208	-50	-1225	0x00000000	0	0
10770	1270018476	-53	-1214	0x00000000	0	0
10800	1270020713	-50	-1264	0x00000000	0	0
10830	1270022915	-94	-1325	0x00000000	0	0
10860	1270025055	-96	-1343	0x00000000	0	0
10890	1270027277	-67	-1335	0x00000000	0	0
10920	1270029528	-66	-1295	0x00000000	0	0
10950	1270031863	-64	-1230	0x00000000	0	0
10980	1270034135	-70	-1301	0x00000000	0	0
11010	1270036381	-92	-1308	0x00000000	0	0
11040	1270038644	-71	-1203	0x00000000	0	0
11070	1270040907	-100	-1256	0x00000000	0	0
11100	1270043112	-89	-1327	0x00000000	0	0
11130	1270045401	-73	-1211	0x00000000	0	0
11160	1270047769	-68	-1257	0x00000000	0	0
11190	1270049980	-62	-1335	0x00000000	0	0
11220	1270052161	-81	-1326	0x00000000	0	0
11250	1270054600	-61	-1186	0x00000000	0	0
11280	1270056944	-67	-1250	0x00000000	0	0
11310	1270059152	-87	-1301	0x00000000	0	0
11340	1270061320	-81	-1366	0x00000000	0	0
11370	1270063710	-89	-1219	0x00000000	0	0
11400	1270065820	-71	-1397	0x00000000	0	0
11430	1270068143	-67	-1250	0x00000000	0	0
11460	1270070299	-99	-1364	0x00000000	0	0
11490	1270072694	-54	-1240	0x00000000	0	0
11520	1270075018	-61	-1171	0x00000000	0	0
11550	1270077321	-69	-1299	0x00000000	0	0
11580	1270079643	-76	-1233	0x00000000	0	0
11610	1270081969	-65	-1288	0x00000000	0	0
11640	1270084094	-94	-1327	0x00000000	0	0
11670	1270086348	-94	-1294	0x00000000	0	0
11700	1270088662	-64	-1283	0x00000000	0	0
11730	1270090929	-89	-1285	0x00000000	0	0
11760	1270093039	-98	-1367	0x00000000	0	0
11790	1270095214	-76	-1310	0x00000000	0	0
11820	1270097609	-85	-1183	0x00000000	0	0
11850	1270099904	-90	-1259	0x00000000	0	0
11880	1270102100	-99	-1281	0x00000000	0	0
11910	1270104311	-94	-1275	0x00000000	0	0
11940	1270106524	-74	-1354	0x00000000	0	0
11970	1270108709	-86	-1314	0x00000000	0	0
12000	1270111040	-92	-1248	0x00000000	0	0
12030	1270113364	-72	-1270	0x00000000	0	0
12060	1270115569	-61	-1306	0x00000000	0	0
12090	1270117735	-100	-1339	0x00000000	0	0
12120	1270119785	-79	-1398	0x00000000	0	0
12150	1270121994	-63	-1331	0x00000000	0	0
12180	1270124124	-73	-1337	0x00000000	0	0
12210	1270126484	-95	-1196	0x00000000	0	0
12240	1270128753	-89	-1262	0x00000000	0	0
12270	1270131039	-91	-1196	0x00000000	0	0
12300	1270133444	-50	-1185	0x00000000	0	0
12330	1270135590	-95	-1401	0x00000000	0	0
12360	1270137935	-99	-1217	0x00000000	0	0
12390	1270140197	-67	-1252	0x00000000	0	0
12420	1270142577	-60	-1188	0x00000000	0	0
12450	1270144738	-83	-1359	0x00000000	0	0
12480	1270147034	-80	-1220	0x00000000	0	0
12510	1270149238	-67	-1401	0x00000000	0	0
12540	1270151487	-53	-1201	0x00000000	0	0
12570	1270153776	-88	-1184	0x00000000	0	0
12600	1270156051	-55	-1227	0x00000000	0	0
12630	1270158404	-59	-1205	0x00000000	0	0
12660	1270160537	-76	-1304	0x00000000	0	0
12690	1270162755	-96	-1351	0x00000000	0	0
12720	1270165032	-73	-1227	0x00000000	0	0
12750	1270167362	-62	-1207	0x00000000	0	0
12780	1270169498	-94	-1295	0x00000000	0	0
12810	1270171804	-74	-1293	0x00000000	0	0
12840	1270174128	-59	-1233	0x00000000	0	0
12870	1270176232	-56	-1334	0x00000000	0	0
12900	1270178390	-57	-1351	0x00000000	0	0
12930	1270180632	-50	-1215	0x00000000	0	0
12960	1270182948	-80	-1215	0x00000000	0	0
12990	1270185319	-92	-1323	0x00000000	0	0
13020	1270187612	-93	-1336	0x00000000	0	0
13050	1270189857	-67	-1364	0x00000000	0	0
13080	1270192031	-90	-1290	0x00000000	0	0
13110	1270194228	-97	-1268	0x00000000	0	0
13140	1270196409	-100	-1379	0x00000000	0	0
13170	1270198715	-69	-1243	0x00000000	0	0
13200	1270201074	-60	-1219	0x00000000	0	0
13230	1270203207	-89	-1309	0x00000000	0	0
13260	1270205412	-89	-1322	0x00000000	0	0
13290	1270207794	-81	-1248	0x00000000	0	0
13320	1270209899	-62	-1343	0x00000000	0	0
13350	1270212266	-54	-1159	0x00000000	0	0
13380	1270214523	-88	-1280	0x00000000	0	0
13410	1270216806	-74	-1280	0x00000000	0	0
13440	1270219068	-97	-1315	0x00000000	0	0
13470	1270221428	-87	-1263	0x00000000	0	0
13500	1270223654	-87	-1350	0x00000000	0	0
13530	1270225851	-60	-1273	0x00000000	0	0
13560	1270228035	-95	-1300	0x00000000	0	0
13590	1270230192	-81	-1318	0x00000000	0	0
13620	1270232561	-81	-1214	0x00000000	0	0
13650	1270234743	-88	-1334	0x00000000	0	0
13680	1270236945	-79	-1242	0x00000000	0	0
13710	1270239306	-63	-1171	0x00000000	0	0
13740	1270241546	-51	-1215	0x00000000	0	0
13770	1270243818	-51	-1266	0x00000000	0	0
13800	1270246106	-52	-1268	0x00000000	0	0
13830	1270248415	-93	-1288	0x00000000	0	0
13860	1270250667	-80	-1213	0x00000000	0	0
13890	1270252897	-81	-1289	0x00000000	0	0
13920	1270254981	-78	-1363	0x00000000	0	0
13950	1270257226	-78	-1282	0x00000000	0	0
13980	1270259523	-60	-1169	0x00000000	0	0
14010	1270261697	-77	-1293	0x00000000	0	0
14040	1270263887	-93	-1266	0x00000000	0	0
14070	1270266114	-91	-1317	0x00000000	0	0
14100	1270268485	-72	-1228	0x00000000	0	0
14130	1270270649	-80	-1275	0x00000000	0	0
14160	1270272808	-100	-1335	0x00000000	0	0
14190	1270274968	-97	-1309	0x00000000	0	0
14220	1270277273	-64	-1275	0x00000000	0	0
14250	1270279548	-69	-1291	0x00000000	0	0
14280	1270281829	-100	-1235	0x00000000	0	0
14310	1270283992	-67	-1322	0x00000000	0	0
14340	1270286266	-71	-1303	0x00000000	0	0
14370	1270288505	-99	-1287	0x00000000	0	0
14400	1270290731	-57	-1240	0x00000000	0	0
14430	1270293022	-77	-1297	0x00000000	0	0
14460	1270295186	-75	-1290	0x00000000	0	0
14490	1270297592	-65	-1164	0x00000000	0	0
14520	1270299850	-50	-1265	0x00000000	0	0
14550	1270302197	-78	-1221	0x00000000	0	0
14580	1270304427	-58	-1347	0x00000000	0	0
14610	1270306622	-95	-1278	0x00000000	0	0
14640	1270308844	-87	-1292	0x00000000	0	0
