nHeight	timeStamp	与每块标准出块时间差值	与每17块标准时间差值	nBits 16hex	每块难度差值	nBits
14100	1272034184	57	798	0x200f8508	4541	537888008
14130	1272040304	45	769	0x200eef3a	65226	537849658
14160	1272046220	26	683	0x200f847a	17750	537887866
14190	1272051911	34	534	0x200f3da7	4294960593	537869735
14220	1272058011	28	996	0x20100793	4294896751	537921427
14250	1272064005	39	732	0x200fbbe9	4294959310	537902057
14280	1272070056	5	995	0x200fee65	4294954319	537914981
14310	1272075968	58	694	0x201007d6	4294953874	537921494
14340	1272082073	44	674	0x200e9661	94090	537826913
14370	1272088332	70	943	0x200f7dda	4294937188	537886170
14400	1272094054	17	768	0x200f916c	39	537891180
14430	1272099911	31	839	0x200f5c5d	3673	537877597
14460	1272105765	71	643	0x200fad03	4294957370	537898243
14490	1272111682	59	743	0x200f7945	4294952412	537884997
14520	1272117860	37	875	0x201017ca	4294942447	537925578
14550	1272123832	96	877	0x200fd450	4294964265	537908304
14580	1272129743	1	861	0x1f0378ca	17588091	520321226
14610	1272135761	13	718	0x200f7ecb	4294873804	537886411
14640	1272141681	82	785	0x200f8a3e	5758	537889342
14670	1272147748	88	894	0x200ffa96	4294955008	537918102
14700	1272153607	82	822	0x200f8d79	20569	537890169
14730	1272159748	55	1019	0x20101518	4294951977	537924888
14760	1272165678	14	798	0x200f5194	4294923900	537874836
14790	1272171653	77	875	0x200f580c	4294963738	537876492
14820	1272177470	4	742	0x200f3f42	10842	537870146
14850	1272183664	94	1014	0x200f9b4e	4294953697	537893710
14880	1272189747	74	850	0x200f7946	49629	537884998
14910	1272195807	80	859	0x200f867b	4294948677	537888379
14940	1272201897	68	938	0x2000cee1	977125	536923873
14970	1272207951	23	921	0x200fb867	4294922296	537901159
15000	1272214097	53	911	0x200ece9f	74159	537841311
15030	1272219845	22	763	0x1f0093fa	17724973	520131578
15060	1272225824	37	839	0x200f5e79	4294940436	537878137
15090	1272231712	7	745	0x200f6f54	4294964922	537882452
15120	1272237708	87	817	0x200f56de	4294966869	537876190
15150	1272243517	26	750	0x200f9c4f	4294961786	537893967
15180	1272249430	27	730	0x200f8e27	8003	537890343
15210	1272255413	36	918	0x200fbfa1	4294964387	537903009
15240	1272261298	13	727	0x200e75f1	100534	537818609
15270	1272267194	48	847	0x200f5478	1647	537875576
15300	1272273103	60	889	0x200f7d01	4294966389	537885953
15330	1272279063	14	876	0x200f9471	4294964582	537891953
15360	1272284797	34	660	0x200fb6ed	1750	537900781
15390	1272290733	53	876	0x200fd750	4294946882	537909072
15420	1272296643	11	814	0x200fe108	4294950270	537911560
15450	1272302801	56	901	0x20100f93	4294964684	537923475
15480	1272308579	90	792	0x200f41fe	4294942883	537870846
15510	1272314395	26	802	0x200f6740	2971	537880384
15540	1272320482	5	909	0x200fd113	4294947008	537907475
15570	1272326396	22	802	0x200ff92c	4294964967	537917740
15600	1272332314	46	828	0x200fc4c6	6311	537904326
15630	1272338204	54	835	0x200fd95f	692	537909599
15660	1272344080	29	754	0x200e2dc1	119967	537800129
15690	1272350039	2	850	0x200faeef	4294955853	537898735
15720	1272355970	27	876	0x200fc16d	4294963772	537903469
15750	1272361869	32	704	0x200e671e	4294079911	537814814
15780	1272368087	25	978	0x1f41c158	13448617	524403032
15810	1272374175	22	946	0x20101da3	4294943993	537927075
15840	1272379928	23	777	0x200fe16b	4294966069	537911659
15870	1272385930	76	951	0x200f9426	24854	537891878
15900	1272392075	99	957	0x200e90ca	102348	537825482
15930	1272397912	18	771	0x200f4a8e	3636	537873038
15960	1272403978	88	867	0x200f9a2a	4294950090	537893418
15990	1272410060	81	1050	0x200fcefc	4294959534	537906940
16020	1272416243	62	915	0x200f4ad2	4277505048	537873106
16050	1272422317	41	981	0x200f98d6	4294950979	537893078
16080	1272428588	97	1152	0x20103058	4294943082	537931864
16110	1272434404	23	774	0x200f9528	19858	537892136
16140	1272440569	57	970	0x200ff071	4294940267	537915505
16170	1272446509	33	855	0x200f9f81	4294933226	537894785
16200	1272452377	95	765	0x200fccc7	4294957559	537906375
16230	1272458584	20	1004	0x200f361d	45093	537867805
16260	1272464732	95	938	0x200f88a0	4294954736	537888928
16290	1272470758	95	871	0x200ff59a	4294958051	537916826
16320	1272476945	67	892	0x200fdd8b	4294907940	537910667
16350	1272482782	2	632	0x200fc4ed	551	537904365
16380	1272488835	83	1023	0x200fb5c1	4294953794	537900481
16410	1272494927	73	874	0x200e679e	103830	537814942
16440	1272500741	57	674	0x200f975b	34039	537892699
16470	1272506761	11	908	0x200fce98	4294949390	537906840
16500	1272512807	77	949	0x200ef85d	61023	537851997
16530	1272518773	17	688	0x200f76e4	4294884037	537884388
16560	1272524777	76	835	0x200f9319	4294951485	537891609
16590	1272530704	3	769	0x200f9509	7674	537892105
16620	1272536479	7	708	0x200fad4a	6883	537898314
16650	1272542514	35	905	0x200fdf49	4294950006	537911113
16680	1272548718	94	1020	0x200ec3d2	80580	537838546
16710	1272554741	58	751	0x20101037	4294931689	537923639
16740	1272560707	88	871	0x200fdf9f	4294869034	537911199
16770	1272566629	8	691	0x200ff8a7	4294956610	537917607
16800	1272572650	16	834	0x200f4b22	4294929020	537873186
16830	1272578741	68	935	0x20101a8d	4294929886	537926285
16860	1272584694	53	804	0x200f9d65	4294917318	537894245
16890	1272591145	49	1044	0x200f69f4	18558	537881076
16920	1272597199	96	1063	0x200f3b3d	4294924106	537869117
16950	1272603229	41	929	0x200ffa48	4294945228	537918024
16980	1272609316	21	849	0x200f6a1d	4294955426	537881117
17010	1272614950	71	540	0x200f4a6c	14718	537873004
17040	1272620923	2	927	0x200f5a10	4294931587	537877008
17070	1272627224	40	997	0x2000eabe	965071	536931006
17100	1272633177	79	803	0x200f2c82	4294936895	537865346
17130	1272639426	88	889	0x20101baa	4281751429	537926570
17160	1272645219	64	750	0x200fd109	4294889436	537907465
17190	1272651119	8	685	0x200f96b3	4294948531	537892531
17220	1272657193	50	1026	0x200f48f6	5570	537872630
17250	1272663042	28	762	0x200fc827	4285202745	537905191
17280	1272668902	11	692	0x200fe83d	4294964771	537913405
17310	1272675079	22	940	0x200f89f0	35647	537889264
17340	1272680875	35	739	0x200f95e8	4294966167	537892328
17370	1272686907	95	804	0x200fa814	4294949408	537896980
17400	1272692894	27	900	0x2010351a	4294936874	537933082
17430	1272698860	64	708	0x20100652	4294885132	537921106
17460	1272705085	93	956	0x200fb39b	4294959080	537899931
17490	1272711105	11	994	0x200fce63	11400	537906787
17520	1272717289	45	932	0x20100af0	4294960901	537922288
17550	1272723340	32	825	0x200ef551	4277884969	537851217
17580	1272729363	3	712	0x200fbcab	4294954756	537902251
17610	1272735329	32	881	0x200fdcd2	4294946915	537910482
17640	1272741420	42	843	0x200ed93f	72481	537844031
17670	1272747303	17	720	0x200f39a2	4294949068	537868706
17700	1272753361	47	917	0x200f31fc	1108	537866748
17730	1272759675	70	1106	0x200fd362	4294950217	537908066
17760	1272765326	46	734	0x200e4be2	4277544303	537807842
17790	1272771115	63	697	0x200f5d9c	35724	537877916
17820	1272776894	62	546	0x200f5597	14702	537875863
17850	1272782857	92	804	0x200f1cb8	4294966327	537861304
17880	1272788809	56	854	0x200f49b2	4294962164	537872818
17910	1272794934	63	865	0x200fe1e6	4294940350	537911782
17940	1272800970	75	996	0x200fdaa4	727	537909924
17970	1272807055	28	877	0x200f63f2	4294964441	537879538
18000	1272813082	93	898	0x200f5737	4294964286	537876279
18030	1272818929	13	640	0x2000bc80	976192	536919168
18060	1272824907	20	906	0x200fb1f1	4294955448	537899505
18090	1272831122	92	958	0x200f2480	47635	537863296
18120	1272837033	42	855	0x200fc553	4294963100	537904467
18150	1272842836	43	742	0x200f7487	1126	537883783
18180	1272848954	24	890	0x200fbde2	4294944885	537902562
18210	1272855346	46	1053	0x200efaee	79225	537852654
18240	1272861412	62	787	0x200fcfbc	4294940019	537907132
18270	1272867306	26	751	0x200fd738	4294954683	537909048
18300	1272872959	3	747	0x200f8be7	5225	537889767
18330	1272878968	45	831	0x200fc257	4294953310	537903703
18360	1272885207	25	998	0x200ef913	59256	537852179
18390	1272891047	40	627	0x200fb2c4	4283010263	537899716
18420	1272896937	51	746	0x200fa620	4294959440	537896480
18450	1272903134	69	908	0x200f3ebe	28554	537870014
18480	1272908713	11	603	0x200f0932	4294964321	537856306
18510	1272914832	46	1007	0x200f4c04	42401	537873412
18540	1272920869	67	918	0x200fd2b5	4294944144	537907893
18570	1272927061	71	868	0x200fae1f	22827	537898527
18600	1272932950	9	921	0x200facdc	6208	537898204
18630	1272938608	9	501	0x200fa7f4	2608	537896948
18660	1272944679	56	828	0x200f8559	4294963389	537888089
18690	1272950524	15	752	0x200fcc7c	1485	537906300
18720	1272956783	72	1061	0x200fe4e7	4196	537912551
18750	1272962624	69	717	0x200ef7dd	70090	537851869
18780	1272968787	71	984	0x1f7763ea	9948653	527918058
18810	1272974703	36	674	0x200e3d22	120411	537804066
18840	1272980650	65	783	0x200fa99b	4294959238	537897371
18870	1272986873	80	786	0x200f0a67	62478	537856615
18900	1272992759	99	747	0x200f4456	4294941237	537871446
18930	1272998565	44	770	0x200f31e5	14698	537866725
18960	1273004683	14	896	0x200fc060	4294934939	537903200
18990	1273010768	36	962	0x200eceea	76187	537841386
19020	1273016819	89	774	0x200fa042	14218	537894978
19050	1273022884	74	817	0x200fed1b	4294953876	537914651
19080	1273029031	56	912	0x20101bf7	4294936638	537926647
19110	1273035031	20	903	0x20100c21	4294956786	537922593
19140	1273041291	66	875	0x200ffc8c	4294916870	537918604
19170	1273047250	48	770	0x200ee2c2	73837	537846466
19200	1273053226	5	820	0x1f74b08a	10128542	527741066
19230	1273059287	32	936	0x200fd4f9	4294964707	537908473
19260	1273065180	8	647	0x200efd1a	24568	537853210
19290	1273071380	12	960	0x200fb1b6	4294913563	537899446
19320	1273077369	29	973	0x200fdb2d	4294965743	537910061
19350	1273083372	32	892	0x200feef5	4294908962	537915125
19380	1273089745	89	981	0x200fe21a	4294904130	537911834
19410	1273095652	28	804	0x200d9e78	4294137011	537763448
19440	1273101802	68	904	0x20103ca7	4294958537	537935015
19470	1273107737	32	857	0x200fdef4	4294873748	537911028
19500	1273113784	74	896	0x200fea0e	4294944021	537913870
19530	1273119922	32	874	0x200f725c	42682	537883228
19560	1273125700	88	767	0x200f0f96	16982	537857942
19590	1273131797	37	930	0x200f8848	4294938972	537888840
19620	1273137866	74	826	0x200fdac7	4294949700	537909959
19650	1273143780	63	771	0x200fc5f2	16924	537904626
19680	1273149725	17	827	0x200ed4d8	70548	537842904
19710	1273155652	76	823	0x200f683e	4294963785	537880638
19740	1273161776	91	1000	0x200fcb7f	4283741681	537906047
19770	1273167880	38	985	0x20100cb1	4294963415	537922737
19800	1273173966	38	860	0x200f1ff7	4294958074	537862135
19830	1273179823	59	678	0x200f7043	4294966166	537882691
19860	1273185758	1	658	0x200fcd47	4294942966	537906503
19890	1273191763	92	841	0x200f90e0	790	537891040
19920	1273197541	63	657	0x200fd219	2119	537907737
19950	1273203468	7	798	0x200fd35d	4294958150	537908061
19980	1273209376	37	742	0x200f4b19	49337	537873177
