nHeight	timeStamp	与每块标准出块时间差值	与每17块标准时间差值	nBits 16hex	每块难度差值	nBits
2190	1269431770	-91	-718	0x19028a7a	25196	419596922
2220	1269434744	-14	-842	0x1901e6e6	23160	419555046
2250	1269437688	-81	-963	0x1901720e	16366	419525134
2280	1269441024	-57	-592	0x19011be1	9342	419503073
2310	1269444212	-14	-729	0x1900e133	9624	419488051
2340	1269447078	-41	-968	0x1900a90b	8031	419473675
2370	1269450134	-60	-789	0x187c2410	8679354	410788880
2400	1269453143	-49	-721	0x185d6cfa	1256631	408775930
2430	1269455962	-41	-965	0x1846c32f	881354	407290671
2460	1269458680	-36	-1009	0x1831a602	694396	405906946
2490	1269461769	-65	-760	0x18252382	434439	405087106
2520	1269464900	-6	-665	0x181c694d	313863	404515149
2550	1269467777	-70	-876	0x1814ef8f	292526	404025231
2580	1269470521	-16	-999	0x180f2d20	240231	403647776
2610	1269473419	-23	-989	0x180b5de8	133328	403398120
2640	1269476219	-78	-1084	0x18082eee	120087	403189486
2670	1269479316	-42	-820	0x18061657	69830	403052119
2700	1269482432	-57	-879	0x1804c427	54274	402965543
2730	1269485598	-25	-960	0x1803b5b2	39462	402896306
2760	1269488676	-35	-724	0x1802c6ed	30995	402835181
2790	1269491681	-54	-866	0x18021cd8	24390	402791640
2820	1269494782	-19	-752	0x18019b67	16822	402758503
2850	1269497645	-89	-1060	0x18013b11	13781	402733841
2880	1269500635	-80	-819	0x1800e21e	11271	402711070
2910	1269503926	-68	-676	0x1800b11a	7026	402698522
2940	1269507002	-4	-803	0x18008abb	5406	402688699
2970	1269509958	-42	-875	0x1767c432	1176802	392676402
3000	1269512631	-40	-1234	0x174b8eff	1029910	390827775
3030	1269515647	-29	-843	0x17372eed	583473	389492461
3060	1269518557	-93	-933	0x17282baf	546892	388508591
3090	1269521688	-54	-761	0x171ec100	299354	387891456
3120	1269524529	-45	-853	0x1716bc7e	283102	387366014
3150	1269527623	-11	-887	0x17116be6	163293	387017702
3180	1269530891	-62	-806	0x170dcee4	110091	386780900
3210	1269533715	-17	-938	0x1709f589	132796	386528649
3240	1269536868	-30	-775	0x1707acc4	78505	386378948
3270	1269540137	-31	-712	0x1705f294	60473	386265748
3300	1269543161	-42	-816	0x17049a98	47909	386177688
3330	1269546367	-80	-627	0x17038588	38249	386106760
3360	1269549512	-52	-759	0x1702bd09	29497	386055433
3390	1269552802	-37	-761	0x1702315f	21117	386019679
3420	1269555949	-33	-789	0x1701b0a5	20069	385986725
3450	1269558896	-21	-783	0x170141d7	15397	385958359
3480	1269561869	0	-883	0x1700f0ee	12589	385937646
3510	1269564607	-64	-991	0x1700b08e	9270	385921166
3540	1269567584	-17	-935	0x1700858f	5668	385910159
3570	1269570615	-18	-932	0x1662923c	1157243	375558716
3600	1269573552	-48	-946	0x1649e564	853754	373941604
3630	1269576565	-35	-841	0x16369dc8	653380	372678088
3660	1269579287	-71	-992	0x1627c8d7	563471	371706071
3690	1269582521	-41	-761	0x161e34f4	318009	371078388
3720	1269585711	-9	-679	0x1617b7dd	225854	370653149
3750	1269588964	-5	-691	0x1612bf4f	187555	370327375
3780	1269592011	-30	-876	0x160e4fc1	160520	370036673
3810	1269594912	-73	-972	0x160ad6cf	118749	369809103
3840	1269598170	-38	-572	0x1608116e	83365	369627502
3870	1269601341	-59	-678	0x160658be	68691	369514686
3900	1269604210	-84	-867	0x1604c8c2	58603	369412290
3930	1269607321	-24	-678	0x1603971c	41371	369334044
3960	1269610468	-90	-737	0x1602c566	32134	369280358
3990	1269613215	-31	-967	0x1602093e	29684	369232190
4020	1269616368	-66	-764	0x160190e0	13642	369201376
4050	1269619478	-26	-826	0x16012fed	13771	369176557
4080	1269622731	-35	-587	0x1600ea1f	8724	369158687
4110	1269625632	-66	-875	0x1600b355	8707	369144661
4140	1269628692	-9	-888	0x160088ad	5570	369133741
4170	1269631689	-66	-917	0x15676918	997328	359098648
4200	1269634823	-12	-725	0x154cdf22	824150	357359394
4230	1269638008	-89	-773	0x153d1727	627979	356325159
4260	1269641059	0	-839	0x152dc59f	543745	355321247
4290	1269644018	-90	-835	0x1522784b	389647	354580555
4320	1269646976	-76	-878	0x1519728b	358173	353989259
4350	1269649628	-12	-1111	0x1512aa03	268227	353544707
4380	1269652413	-68	-938	0x150d3205	181887	353186309
4410	1269655221	-2	-1128	0x1509a3f2	130327	352953330
4440	1269658164	-6	-856	0x1506f2f4	94693	352776948
4470	1269661400	-61	-667	0x1505600b	57513	352673803
4500	1269664389	-62	-776	0x15041868	53888	352589928
4530	1269667553	-30	-751	0x150328bc	33540	352528572
4560	1269670613	-50	-745	0x15026c16	27262	352480278
4590	1269673890	-73	-647	0x1501eb92	16040	352447378
4620	1269676865	-40	-986	0x15017637	15913	352417335
4650	1269680013	-78	-834	0x15011d10	12804	352394512
4680	1269682944	-86	-871	0x1500d4af	9778	352375983
4710	1269685952	-16	-796	0x15009d1a	7733	352361754
4740	1269688969	-56	-921	0x147a6182	8792862	343564674
4770	1269691918	-36	-925	0x145853bb	1255701	341332923
4800	1269694621	-82	-1177	0x1441f52d	803317	339866925
4830	1269697385	-38	-859	0x142d176b	658786	338499435
4860	1269700262	-40	-876	0x14216eb4	418316	337735348
4890	1269703086	-71	-931	0x14183d68	342762	337132904
4920	1269705910	-85	-1055	0x1411f78d	233423	336721805
4950	1269708881	-28	-755	0x140d01c3	158030	336396739
4980	1269711945	-54	-817	0x1409eb7c	108668	336194428
5010	1269714934	-81	-874	0x14079419	81705	336040985
5040	1269717942	-91	-881	0x1405aee6	67133	335916774
5070	1269720764	-67	-992	0x14042452	54739	335815762
5100	1269723789	-23	-783	0x1403088a	36750	335743114
5130	1269726772	-74	-865	0x14024e3a	28178	335695418
5160	1269729771	-28	-845	0x1401bc9d	18516	335658141
5190	1269732548	-79	-926	0x14014443	16507	335627331
5220	1269735287	-52	-1053	0x1400e7aa	11870	335603626
5250	1269738137	-32	-1072	0x1400a9cc	7645	335587788
5280	1269741363	-55	-661	0x137f216c	8482678	327098732
5310	1269744222	-28	-743	0x135faf79	1063460	325037945
5340	1269747341	-77	-869	0x1348f4d4	767429	323548372
5370	1269750457	-100	-701	0x1337ce8b	548443	322424459
5400	1269753534	-30	-602	0x132a0cfc	463248	321522940
5430	1269756695	-49	-726	0x132094d3	370796	320902355
5460	1269759614	-55	-994	0x13190c31	304168	320408625
5490	1269762827	-8	-655	0x1312e4f5	190769	320005365
5520	1269766002	-20	-716	0x130ec5f0	149300	319735280
5550	1269769211	-20	-843	0x130bc856	110961	319539286
5580	1269772116	-79	-947	0x1308b368	106584	319337320
5610	1269774944	-88	-1043	0x1306783b	75909	319191099
5640	1269778165	-38	-725	0x1304d768	50628	319084392
5670	1269781118	-35	-881	0x1303a9b6	46357	319007158
5700	1269784198	-8	-892	0x1302d161	32081	318951777
5730	1269786893	-90	-1038	0x13020644	27349	318899780
5760	1269789825	-59	-899	0x13017a66	17845	318863974
5790	1269793059	-47	-563	0x13011eb3	11623	318840499
5820	1269795975	-27	-1076	0x1300de12	11367	318823954
5850	1269799053	-21	-763	0x1300a39d	7124	318808989
5880	1269802103	-24	-846	0x127c34d7	8675176	310129879
5910	1269805032	-83	-996	0x125e5058	1174999	308170840
5940	1269807685	-22	-1033	0x1242cb46	944871	306367302
5970	1269810909	-22	-776	0x12334689	457470	305350281
6000	1269814042	-43	-872	0x1227f6ae	403925	304608942
6030	1269817240	-67	-694	0x121ebcdb	291551	304004315
6060	1269820403	-85	-657	0x12176d0e	270479	303525134
6090	1269823674	-20	-719	0x1212fd06	140880	303234310
6120	1269826571	-66	-1043	0x120e6689	159186	302933641
6150	1269829526	-30	-860	0x120a740b	126027	302674955
6180	1269832421	-74	-967	0x1207d4f6	96812	302503158
6210	1269835261	-84	-854	0x1205a325	73808	302359333
6240	1269838263	-92	-956	0x12045938	42284	302274872
6270	1269841542	-14	-795	0x12034a91	29601	302205585
6300	1269844447	-24	-801	0x1202755b	30268	302151003
6330	1269847465	-76	-896	0x1201ddda	20836	302112218
6360	1269850256	-92	-1097	0x1201661b	16934	302081563
6390	1269852831	-84	-1323	0x1200f927	13904	302053671
6420	1269856098	-87	-495	0x1200b5a2	6567	302036386
6450	1269859040	-75	-911	0x12008cdf	6465	302025951
6480	1269862554	-40	-565	0x116fd753	822538	292542291
6510	1269865334	-73	-903	0x11529481	1334524	290624641
6540	1269868391	-20	-728	0x113d8363	829040	289244003
6570	1269871415	-47	-867	0x112f0ac9	567835	288295625
6600	1269874288	-79	-1042	0x112456f6	374667	287594230
6630	1269877473	-43	-756	0x111adc2b	283758	286972971
6660	1269880797	-95	-793	0x1115b66f	157806	286635631
6690	1269883895	-99	-817	0x11108963	191748	286296419
6720	1269886894	-78	-993	0x110cd567	133393	286053735
6750	1269889940	-50	-704	0x1109568d	112096	285824653
6780	1269892772	-64	-1013	0x11070d39	77168	285674809
6810	1269895727	-97	-1017	0x1105458a	55304	285558154
6840	1269898682	-91	-850	0x1103c84a	52881	285460554
6870	1269901983	-16	-744	0x11031125	22843	285413669
6900	1269904850	0	-989	0x110241fd	27924	285360637
6930	1269907789	-87	-928	0x1101b01e	18415	285323294
6960	1269910660	-84	-953	0x11013dc5	13766	285294021
6990	1269913858	-25	-716	0x1100edb9	9202	285273529
7020	1269916925	-1	-787	0x1100b60c	7985	285259276
7050	1269919760	-66	-864	0x110085f1	7183	285246961
7080	1269922669	-26	-958	0x1062fce6	1319668	274922726
7110	1269925980	-41	-699	0x104dc182	680895	273531266
7140	1269928948	-69	-953	0x103cccb7	594082	272420023
7170	1269932075	-86	-756	0x102de5d3	373122	271443411
7200	1269935281	-68	-800	0x1023a388	355932	270771080
7230	1269938511	-50	-850	0x101bddb8	276834	270261688
7260	1269941592	-49	-896	0x101578e3	232637	269842659
7290	1269944768	-24	-686	0x1010507e	181294	269504638
7320	1269947835	-76	-881	0x100cadc5	137101	269266373
7350	1269950956	-76	-862	0x1009b7ee	101204	269072366
7380	1269953835	-9	-884	0x100707e5	102886	268896229
7410	1269956775	-65	-892	0x10055b1b	62255	268786459
7440	1269959757	-82	-859	0x1003f708	48346	268695304
7470	1269962782	-66	-840	0x1002fba4	35627	268630948
7500	1269965710	-44	-837	0x10022f0c	29214	268578572
7530	1269968649	-64	-979	0x1001b24d	17141	268546637
7560	1269971666	-68	-880	0x10014058	13693	268517464
7590	1269974817	-69	-628	0x1000f2d0	8791	268497616
7620	1269977850	-68	-816	0x1000b865	7941	268482661
7650	1269980959	-76	-786	0x10008f95	5049	268472213
7680	1269983903	-75	-946	0x0f6a1eba	1302804	258612922
7710	1269987046	-79	-807	0x0f51bfa2	848767	257015714
7740	1269989846	-1	-964	0x0f3c207d	778741	255598717
7770	1269992734	-67	-868	0x0f2c1b87	515822	254548871
7800	1269995410	-27	-1243	0x0f1fed7a	444427	253750650
7830	1269998386	-66	-937	0x0f173404	278680	253178884
7860	1270001360	-64	-963	0x0f11471c	203404	252790556
7890	1270004351	-49	-771	0x0f0cc038	153046	252493880
7920	1270007323	-44	-899	0x0f09a651	111717	252290641
7950	1270010471	-32	-782	0x0f074e61	84699	252137057
7980	1270013373	-67	-812	0x0f05699e	72460	252012958
8010	1270016476	-81	-682	0x0f042992	45415	251931026
8040	1270019428	-14	-879	0x0f031f03	40429	251862787
8070	1270022611	-64	-696	0x0f0262b0	23589	251814576
8100	1270025731	-30	-685	0x0f01d859	17129	251779161
8130	1270028837	-91	-729	0x0f016c2c	16137	251751468
8160	1270031935	-44	-717	0x0f011910	11291	251730192
8190	1270034776	-98	-918	0x0f00d035	10483	251711541
8220	1270037833	-16	-913	0x0f009cb4	6693	251698356
8250	1270040996	-22	-736	0x0e76df2c	9022220	242671404
8280	1270044072	-53	-733	0x0e5aaa35	1006232	240822837
8310	1270047206	-68	-867	0x0e46deae	753450	239525550
8340	1270050272	-86	-880	0x0e363ec5	588675	238436037
8370	1270053305	-89	-808	0x0e2884bd	477136	237536445
8400	1270056404	-79	-873	0x0e1f66c3	310537	236938947
8430	1270059439	-99	-601	0x0e170788	282126	236390280
8460	1270062396	-65	-942	0x0e11c7f5	204807	236046325
8490	1270065409	-92	-803	0x0e0d73d7	136415	235762647
8520	1270068402	-28	-773	0x0e0a26dd	102210	235546333
8550	1270071562	0	-568	0x0e0774ac	83965	235369644
8580	1270074671	-25	-704	0x0e05c785	67836	235259781
8610	1270077709	-25	-802	0x0e046dab	52116	235171243
8640	1270080728	-70	-875	0x0e035eb9	41285	235101881
8670	1270083853	-42	-738	0x0e029135	28200	235049269
8700	1270087001	-4	-589	0x0e01f7d9	21554	235010009
8730	1270090159	-36	-728	0x0e018819	18250	234981401
8760	1270093179	-8	-846	0x0e012d22	12834	234958114
8790	1270096030	-16	-1088	0x0e00e0f0	11578	234938608
8820	1270098997	-53	-848	0x0e00a3ee	7297	234922990
8850	1270102061	-13	-753	0x0d7951ae	8863867	226054574
8880	1270105315	-35	-885	0x0d6470ec	745643	224686316
8910	1270108325	-17	-896	0x0d4c311c	699994	223097116
8940	1270111288	-75	-1045	0x0d390eab	637635	221843115
8970	1270114292	-83	-916	0x0d29a16d	482031	220832109
9000	1270117280	-4	-947	0x0d1f0377	411723	220136311
9030	1270120203	-21	-830	0x0d16c307	317582	219595527
9060	1270123196	-79	-900	0x0d11a720	185830	219260704
9090	1270126478	-14	-647	0x0d0d6b8d	136230	218983309
9120	1270129304	-62	-1022	0x0d0a34ae	132097	218772654
9150	1270132262	-69	-913	0x0d079288	83863	218600072
9180	1270134972	-75	-1095	0x0d0583d5	71292	218465237
9210	1270137833	-12	-805	0x0d03df0e	48767	218357518
9240	1270141073	-73	-661	0x0d02f65c	29291	218297948
9270	1270144075	-29	-984	0x0d02514d	25270	218255693
9300	1270147060	-35	-818	0x0d01b46c	19938	218215532
9330	1270150023	-53	-829	0x0d014736	16273	218187574
9360	1270153211	-92	-791	0x0d00fe0c	9612	218168844
9390	1270156147	-43	-804	0x0d00ba6f	9518	218151535
9420	1270159072	-27	-758	0x0d008bee	6596	218139630
9450	1270161986	-68	-929	0x0c672252	1454640	208085586
9480	1270165057	-98	-836	0x0c4fe364	750647	206562148
9510	1270167947	-71	-969	0x0c3a5db2	751533	205151666
9540	1270170911	-15	-855	0x0c2aead5	558054	204139221
9570	1270173721	-10	-903	0x0c1f7336	402871	203387702
9600	1270176703	-37	-977	0x0c179fa6	269069	202874790
9630	1270179805	-25	-775	0x0c11ff78	196981	202506104
9660	1270182801	-92	-890	0x0c0d5059	167010	202199129
9690	1270185896	-22	-914	0x0c0a4448	110510	201999432
9720	1270189005	-17	-711	0x0c07da54	81024	201841236
9750	1270192036	-32	-857	0x0c05ede9	74567	201715177
9780	1270195097	-60	-792	0x0c0480ef	47744	201621743
9810	1270198069	-48	-926	0x0c037164	33727	201552228
9840	1270201176	-42	-845	0x0c028dbf	32794	201493951
9870	1270203929	-88	-964	0x0c01e722	26255	201451298
9900	1270206629	-68	-1006	0x0c015b8c	17360	201415564
9930	1270209719	-7	-840	0x0c00ffbc	11036	201392060
9960	1270212741	-6	-936	0x0c00c4b8	8399	201376952
9990	1270215854	-91	-758	0x0c00944a	6442	201364554
10020	1270218454	-81	-977	0x0b6ab18c	9818358	191541644
10050	1270221356	-37	-869	0x0b4cac27	992165	189574183
10080	1270224506	-52	-806	0x0b3ac646	677456	188401222
10110	1270227585	-67	-725	0x0b2cc4c1	446744	187483329
10140	1270230789	-24	-822	0x0b236a15	329467	186870293
10170	1270233960	-2	-653	0x0b1a93db	324202	186291163
10200	1270236951	-2	-832	0x0b148dc3	239267	185896387
10230	1270239945	-69	-790	0x0b0f9317	160985	185570071
10260	1270243022	-25	-807	0x0b0be4f2	108787	185328882
10290	1270245981	-19	-955	0x0b08d113	106856	185127187
10320	1270248983	-29	-806	0x0b068da4	84631	184978852
10350	1270252044	-77	-813	0x0b051068	55122	184881256
10380	1270255297	-8	-605	0x0b03dd19	37134	184802585
10410	1270258226	-89	-917	0x0b02f65a	35194	184743514
10440	1270261451	-28	-666	0x0b0246e4	23237	184698596
10470	1270264472	-27	-811	0x0b01bc53	21035	184663123
10500	1270267554	-100	-724	0x0b014fa0	14791	184635296
10530	1270270485	-82	-930	0x0b00fe52	12508	184614482
10560	1270273749	-47	-773	0x0b00c5f4	6969	184600052
10590	1270276808	-3	-828	0x0b0098b9	6743	184588473
10620	1270279900	-32	-766	0x0a745cfc	9185943	175398140
10650	1270282963	-96	-918	0x0a59e9f8	903583	173664760
10680	1270286051	-40	-895	0x0a4422e0	646844	172237536
10710	1270288745	-79	-1098	0x0a309494	773101	170955924
10740	1270292270	-60	-481	0x0a27033f	219949	170328895
10770	1270295495	-99	-849	0x0a1f89c6	294533	169839046
10800	1270298415	-97	-881	0x0a174b16	272725	169298710
10830	1270301248	-95	-891	0x0a11241d	186056	168895517
10860	1270304045	-51	-907	0x0a0c3297	157728	168571543
10890	1270306795	-23	-893	0x0a089caf	120264	168336559
10920	1270309940	-6	-838	0x0a069902	78381	168204546
10950	1270313086	-81	-888	0x0a0533b0	51164	168113072
10980	1270316049	-26	-880	0x0a03cd16	56082	168021270
11010	1270319139	-57	-806	0x0a02ebe7	36119	167963623
11040	1270322051	-19	-787	0x0a022a28	28717	167914024
11070	1270325472	-78	-780	0x0a01cd6c	10737	167890284
11100	1270328631	-99	-770	0x0a015bf7	14863	167861239
11130	1270331505	-43	-834	0x0a01037b	13010	167838587
11160	1270334475	-94	-933	0x0a00c279	8518	167821945
11190	1270337552	-42	-926	0x0a0094c9	5896	167810249
11220	1270340486	-44	-932	0x096eada3	9556869	158248355
11250	1270343793	-69	-659	0x0956637d	647369	156656509
11280	1270346833	-12	-651	0x0940d08f	794099	155242639
11310	1270350162	-44	-780	0x09340b97	479681	154405783
11340	1270353030	-88	-1028	0x0926f45a	544782	153547866
11370	1270356250	-61	-623	0x091e05a0	258439	152962464
11400	1270358862	-9	-1081	0x09155314	347059	152392468
11430	1270361937	0	-723	0x090fa413	193682	152019987
11460	1270364719	-28	-1067	0x090b9b4f	168027	151755599
11490	1270367687	-72	-922	0x09089c92	104011	151559314
11520	1270370417	-100	-925	0x090630c5	88073	151400645
11550	1270373443	-60	-970	0x0904bd18	47941	151305496
11580	1270376781	-32	-795	0x0903ab4a	35583	151235402
11610	1270380037	-66	-648	0x0902e7f6	25671	151185398
11640	1270383116	-24	-728	0x09023a38	24246	151140920
11670	1270386259	-65	-869	0x0901bb39	18711	151108409
11700	1270389330	-56	-723	0x09014ede	12678	151080670
11730	1270392200	-42	-1021	0x0900fd7a	11565	151059834
11760	1270394915	-66	-1120	0x0900b698	9002	151041688
11790	1270397924	-55	-783	0x09008328	6709	151028520
11820	1270400815	-47	-840	0x0861376b	1280587	140588907
11850	1270403746	-95	-954	0x0849a93e	786441	139045182
11880	1270406687	-24	-828	0x0835aab6	640907	137734838
11910	1270409700	-18	-688	0x08280485	434068	136840325
11940	1270412623	-8	-875	0x081e1e79	357399	136191609
11970	1270415652	0	-759	0x0816346b	244615	135672939
12000	1270418663	-15	-872	0x081122ee	160299	135340782
12030	1270421847	-53	-807	0x080d7cae	102604	135101614
12060	1270424446	-100	-966	0x080936ef	155796	134821615
12090	1270427665	-65	-706	0x08071cc2	72999	134683842
12120	1270430701	-78	-848	0x08059dfc	46686	134585852
12150	1270433651	-24	-915	0x080410a2	50749	134484130
12180	1270436706	-85	-867	0x08030c00	38364	134417408
12210	1270439595	-5	-1042	0x08024c66	28609	134368358
12240	1270442644	-90	-860	0x0801bb5b	17345	134331227
12270	1270445494	-45	-957	0x080141d7	17806	134300119
12300	1270448523	-93	-744	0x0800ed04	11461	134278404
12330	1270451588	-10	-744	0x0800b8e6	7112	134265062
12360	1270454483	-96	-937	0x08008a20	5898	134253088
12390	1270457601	-76	-775	0x0766ea03	1122308	124185091
12420	1270460958	-13	-528	0x0752fc29	508007	122879017
12450	1270464032	-42	-860	0x074100a5	638133	121700517
12480	1270466736	-60	-1016	0x072ddb02	677818	120445698
12510	1270469812	-96	-842	0x07227d90	394483	119700880
12540	1270472620	-10	-830	0x07189b1e	368927	119053086
12570	1270475703	-18	-917	0x07133445	183963	118699077
12600	1270478508	-63	-883	0x070d9c95	207526	118332565
12630	1270481555	-49	-837	0x070a8764	110899	118130532
12660	1270484673	-87	-891	0x07081edd	84312	117972701
12690	1270487603	-85	-810	0x0705e826	80870	117827622
12720	1270490827	-60	-706	0x0704a9ee	41278	117746158
12750	1270493711	-43	-867	0x0703697b	45931	117664123
12780	1270496699	-72	-929	0x07029670	30104	117610096
12810	1270499656	-41	-805	0x0701e89d	22852	117565597
12840	1270502501	-91	-830	0x07016710	19004	117532432
12870	1270505493	-7	-782	0x070108ff	14062	117508351
12900	1270508832	-40	-643	0x0700cfc7	8146	117493703
12930	1270511696	-90	-943	0x0700a005	7814	117481477
12960	1270514550	-74	-827	0x06740311	9209602	108266257
12990	1270517492	-66	-726	0x0653586a	1179959	106125418
13020	1270520326	-35	-921	0x063e8e79	861360	104763001
13050	1270523739	-47	-664	0x063261f2	357438	103965170
13080	1270526675	-63	-898	0x0625989b	471601	103127195
13110	1270529435	-84	-1039	0x061b7e85	376615	102465157
13140	1270532515	-22	-851	0x0614550c	254211	101995788
13170	1270535419	-97	-921	0x060f581a	183783	101668890
13200	1270538482	-48	-876	0x060ba70f	120202	101426959
13230	1270541433	-62	-889	0x0608cdc2	90958	101240258
13260	1270544581	-20	-726	0x0606971b	66606	101095195
13290	1270547472	-3	-805	0x0604ca7c	70358	100977276
13320	1270550556	-17	-851	0x0603bb74	35372	100907892
13350	1270553599	-21	-821	0x0602d7b5	28408	100849589
13380	1270556486	-53	-813	0x0602139f	25911	100799391
13410	1270559329	-98	-1003	0x06019215	16817	100766229
13440	1270562140	-75	-1111	0x06012245	14400	100737605
13470	1270565010	-35	-863	0x0600ca39	10951	100715065
13500	1270568131	-24	-648	0x06009c86	6022	100703366
13530	1270571251	-73	-936	0x057bbec9	8703796	91995849
13560	1270574609	-7	-505	0x055e1cc4	889762	90053828
13590	1270577647	-27	-840	0x0548c3c5	823791	88654789
13620	1270580567	-96	-980	0x0537ad89	606650	87534985
13650	1270583543	-83	-997	0x05295067	523885	86593639
13680	1270586355	-93	-950	0x051eaa8a	341106	85895818
13710	1270589531	-54	-715	0x05168178	238659	85361016
13740	1270592650	-18	-811	0x05119388	189689	85037960
13770	1270595582	-84	-774	0x050d0c25	165013	84741157
13800	1270598974	-50	-640	0x050a588c	96898	84564108
13830	1270602165	-53	-820	0x05086718	76978	84436760
13860	1270605162	-36	-783	0x05062023	81110	84287523
13890	1270608072	-63	-773	0x05049683	59040	84186755
13920	1270611141	0	-715	0x05036c85	41469	84110469
13950	1270613975	-70	-711	0x050285fa	34680	84051450
13980	1270617090	-90	-800	0x0501fa7f	18204	84015743
14010	1270620165	-56	-815	0x05017d30	16820	83983664
14040	1270623354	-44	-794	0x05012887	11440	83961991
14070	1270626690	-16	-623	0x0500ec2d	8499	83946541
14100	1270629698	-92	-894	0x0500b6fb	7483	83932923
14130	1270632913	-2	-650	0x05008a22	5307	83921442
14160	1270636142	-37	-623	0x046dd0cb	981502	74305739
14190	1270639054	-95	-766	0x045173da	1038833	72446938
14220	1270642043	-49	-857	0x043d2147	779611	71115079
14250	1270645098	-38	-888	0x042f3e2b	478344	70204971
14280	1270647858	-93	-992	0x0421f058	473860	69333080
14310	1270650656	-7	-891	0x04188e3a	287144	68718138
